,Location,SURVEY_DATE,Time_HHMMSS,Depth_m,Chlorophyll-a (ug/L),Dissolved Oxygen concentration (mg/L),Dissolved Oxygen % saturation (%),pH (Unit),Salinity (PSU),Specific Conductance at 25 deg C (mS/cm),Temperature (deg C),Turbidity (NTU)
2105,2,18/10/2006,90500,8.0,,7.1,102.6,8.15,36.3,54.8,23.49,7.0
2106,2,9/11/2006,151700,0.2,2.7,6.3,95.2,8.01,36.6,55.2,26.23,7.0
2107,2,9/11/2006,151700,2.0,,6.2,94.6,8.01,36.6,55.2,26.25,8.0
2108,2,9/11/2006,151700,3.0,,6.2,94.2,8.02,36.6,55.2,26.25,9.0
2109,2,6/12/2006,115100,0.2,1.0,6.2,93.4,8.12,36.5,55.1,25.63,8.0
2110,2,6/12/2006,115100,2.0,,6.2,93.7,8.11,36.5,55.1,25.73,9.0
2111,2,6/12/2006,115100,4.0,,6.2,93.5,8.1,36.5,55.1,25.74,9.0
2112,2,6/12/2006,115100,6.0,,6.2,92.9,8.1,36.5,55.1,25.73,11.0
2113,2,6/12/2006,115100,8.0,,6.1,92.4,8.1,36.5,55.1,25.73,10.0
2114,2,24/01/2007,145000,0.2,1.5,6.0,94.2,7.99,36.7,55.2,28.21,3.0
2115,2,24/01/2007,145000,10.0,,5.9,92.7,7.99,36.6,55.2,28.18,6.0
2116,2,24/01/2007,145000,2.0,,6.0,93.9,7.99,36.6,55.2,28.19,3.0
2117,2,24/01/2007,145000,4.0,,6.0,93.6,7.99,36.6,55.2,28.18,3.0
2118,2,24/01/2007,145000,6.0,,5.9,93.4,7.99,36.6,55.2,28.19,3.0
2119,2,24/01/2007,145000,8.0,,5.9,93.1,7.99,36.6,55.2,28.19,3.0
2120,2,2/03/2007,90900,0.2,0.8,6.1,94.6,8.13,36.2,54.7,27.25,2.0
2121,2,2/03/2007,90900,10.0,,6.1,93.4,8.13,36.2,54.7,27.19,2.0
2122,2,2/03/2007,90900,2.0,,6.1,94.4,8.13,36.2,54.7,27.21,2.0
2123,2,2/03/2007,90900,4.0,,6.1,93.9,8.13,36.2,54.7,27.17,2.0
2124,2,2/03/2007,90900,6.0,,6.1,93.9,8.13,36.2,54.7,27.19,2.0
2125,2,2/03/2007,90900,8.0,,6.1,93.7,8.13,36.2,54.7,27.18,2.0
2126,2,3/04/2007,111000,0.2,0.7,6.5,96.8,8.22,37.1,55.8,24.98,4.0
2127,2,3/04/2007,111000,10.0,,6.4,95.5,8.21,37.1,55.8,24.96,10.0
2128,2,3/04/2007,111000,2.0,,6.5,96.4,8.21,37.1,55.8,24.98,8.0
2129,2,3/04/2007,111000,4.0,,6.5,97.8,8.21,37.1,55.8,24.97,7.0
2130,2,3/04/2007,111000,6.0,,6.4,96.2,8.21,37.0,55.7,24.96,9.0
2131,2,3/04/2007,111000,8.0,,6.4,95.8,8.21,37.1,55.8,24.96,9.0
2132,2,2/05/2007,115300,0.2,1.9,6.1,90.2,8.02,35.8,54.1,24.47,5.0
2133,2,2/05/2007,115300,10.0,,6.0,88.0,8.03,35.8,54.1,24.41,4.0
2134,2,2/05/2007,115300,2.0,,6.1,89.3,8.02,35.8,54.1,24.44,8.0
2135,2,2/05/2007,115300,4.0,,6.1,89.0,8.02,35.8,54.1,24.45,5.0
2136,2,2/05/2007,115300,6.0,,6.0,88.6,8.02,35.8,54.1,24.42,5.0
2137,2,2/05/2007,115300,8.0,,6.0,88.3,8.02,35.8,54.1,24.41,5.0
2138,2,30/05/2007,103600,0.2,1.3,6.9,97.7,7.93,36.8,55.4,22.01,4.0
2139,2,30/05/2007,103600,10.0,,6.8,96.6,7.93,36.8,55.4,22.02,7.0
2140,2,30/05/2007,103600,2.0,,6.9,97.5,7.93,36.8,55.4,22.01,4.0
2141,2,30/05/2007,103600,4.0,,6.9,97.2,7.93,36.8,55.4,22.01,7.0
2142,2,30/05/2007,103600,6.0,,6.8,97.0,7.93,36.8,55.4,22.01,6.0
2143,2,30/05/2007,103600,8.0,,6.8,96.7,7.93,36.8,55.4,22.02,5.0
2144,2,5/07/2007,135100,0.2,1.7,7.9,102.4,8.13,35.1,53.1,17.49,3.0
2145,2,5/07/2007,135100,10.0,,7.8,100.3,8.1,35.1,53.1,17.45,4.0
2146,2,5/07/2007,135100,2.0,,7.8,101.3,8.12,35.1,53.2,17.48,2.0
2147,2,5/07/2007,135100,4.0,,7.8,100.9,8.11,35.1,53.2,17.47,2.0
2148,2,5/07/2007,135100,6.0,,7.8,100.7,8.11,35.1,53.1,17.47,2.0
2149,2,5/07/2007,135100,8.0,,7.8,100.4,8.1,35.0,53.1,17.45,3.0
2150,2,1/08/2007,125700,0.2,2.1,8.0,103.3,7.98,35.8,54.1,17.59,4.0
2151,2,1/08/2007,125700,10.0,,7.9,101.9,7.97,35.8,54.1,17.55,4.0
2152,2,1/08/2007,125700,2.0,,7.9,102.9,7.98,35.8,54.1,17.56,3.0
2153,2,1/08/2007,125700,4.0,,7.9,102.6,7.97,35.8,54.1,17.56,5.0
2154,2,1/08/2007,125700,6.0,,7.9,102.3,7.97,35.8,54.1,17.55,4.0
2155,2,1/08/2007,125700,8.0,,7.9,102.1,7.97,35.8,54.1,17.55,4.0
2156,2,29/08/2007,124100,0.2,2.7,7.2,97.4,8.06,35.0,53.0,20.29,12.0
2157,2,29/08/2007,124100,2.0,,7.2,97.3,8.06,35.0,53.0,20.26,12.0
2158,2,29/08/2007,124100,4.0,,7.2,97.2,8.05,35.0,53.0,20.26,10.0
2159,2,29/08/2007,124100,6.0,,7.2,97.1,8.05,34.9,52.9,20.25,9.0
2160,2,29/08/2007,124100,8.0,,7.1,97.0,8.05,34.9,53.0,20.25,10.0
2161,2,29/08/2007,124100,9.5,,7.1,96.9,8.05,35.0,53.0,20.24,11.0
2162,2,27/09/2007,112500,0.2,1.9,6.9,97.3,8.0,35.8,54.2,22.48,14.0
2163,2,27/09/2007,112500,2.0,,6.8,97.1,7.99,35.8,54.2,22.48,13.0
2164,2,27/09/2007,112500,4.0,,6.8,96.9,8.0,35.8,54.1,22.48,16.0
2165,2,27/09/2007,112500,6.0,,6.8,96.6,7.98,35.8,54.1,22.49,17.0
2166,2,27/09/2007,112500,8.0,,6.8,96.6,8.0,35.8,54.1,22.49,17.0
2167,2,27/09/2007,112500,9.5,,6.7,95.4,8.0,35.7,54.0,22.49,15.0
2168,2,24/10/2007,104800,0.2,0.3,6.8,98.2,8.23,35.3,53.5,23.99,10.0
2169,2,24/10/2007,104800,2.0,,6.7,97.1,8.22,35.3,53.5,23.98,11.0
2170,2,24/10/2007,104800,4.0,,6.7,96.7,8.21,35.3,53.5,23.97,9.0
2171,2,24/10/2007,104800,6.0,,6.6,96.2,8.21,35.3,53.5,23.97,11.0
2172,2,24/10/2007,104800,8.0,,6.6,95.9,8.21,35.3,53.5,23.96,9.0
2173,2,24/10/2007,104800,9.5,,6.6,95.3,8.21,35.3,53.5,23.95,14.0
2174,2,29/11/2007,130100,0.2,1.3,7.1,107.3,8.07,35.6,53.9,25.94,3.0
2175,2,29/11/2007,130100,2.0,,7.1,106.0,8.08,35.8,54.1,25.68,3.0
2176,2,29/11/2007,130100,4.0,,7.0,105.2,8.07,35.9,54.2,25.53,3.0
2177,2,29/11/2007,130100,6.0,,6.9,103.5,8.07,35.9,54.3,25.39,4.0
2178,2,29/11/2007,130100,8.0,,6.9,102.3,8.07,35.9,54.3,25.34,4.0
2179,2,13/12/2007,143400,0.2,2.7,6.2,96.9,7.98,35.7,53.9,28.4,7.0
2180,2,13/12/2007,143400,10.0,,6.1,96.3,7.99,35.7,54.0,28.38,7.0
2181,2,13/12/2007,143400,2.0,,6.2,96.9,7.98,35.7,54.0,28.41,5.0
2182,2,13/12/2007,143400,4.0,,6.2,96.7,8.0,35.7,54.0,28.4,5.0
2183,2,13/12/2007,143400,6.0,,6.2,96.6,7.99,35.7,54.0,28.41,4.0
2184,2,13/12/2007,143400,8.0,,6.2,96.5,7.99,35.7,54.0,28.4,6.0
2185,2,24/01/2008,135900,0.2,3.1,6.4,97.4,8.16,34.1,51.9,27.3,14.0
2186,2,24/01/2008,135900,10.0,,6.3,96.2,8.1,34.3,52.1,27.31,119.0
2187,2,24/01/2008,135900,2.0,,6.4,97.1,8.16,34.3,52.1,27.31,14.0
2188,2,24/01/2008,135900,4.0,,6.4,97.8,8.15,34.0,51.7,27.35,18.0
2189,2,24/01/2008,135900,6.0,,6.4,97.5,8.14,34.0,51.7,27.33,14.0
2190,2,24/01/2008,135900,8.0,,6.4,97.0,8.15,34.1,51.9,27.27,22.0
2191,2,20/02/2008,110900,0.2,1.6,6.1,87.1,7.98,29.3,45.3,25.02,69.0
2192,2,20/02/2008,110900,2.0,,6.1,86.9,7.98,29.4,45.4,25.01,82.0
2193,2,20/02/2008,110900,4.0,,6.1,86.8,7.98,29.4,45.4,25.0,80.0
2194,2,20/02/2008,110900,6.0,,6.1,86.9,7.99,29.5,45.5,24.98,80.0
2195,2,20/02/2008,110900,8.0,,6.1,87.5,8.0,30.0,46.2,24.92,90.0
2196,2,20/03/2008,92900,0.2,1.7,6.6,97.0,8.23,34.2,52.0,24.75,8.0
2197,2,20/03/2008,92900,10.0,,6.6,96.7,8.22,34.2,52.0,24.74,10.0
2198,2,20/03/2008,92900,2.0,,6.6,96.9,8.22,34.2,52.0,24.75,7.0
2199,2,20/03/2008,92900,4.0,,6.6,96.8,8.22,34.2,52.0,24.75,12.0
2200,2,20/03/2008,92900,6.0,,6.6,96.8,8.22,34.2,52.0,24.75,10.0
2201,2,20/03/2008,92900,8.0,,6.6,96.8,8.22,34.2,52.0,24.75,9.0
2202,2,1/05/2008,80300,0.2,1.4,6.4,90.4,8.21,35.4,53.6,22.03,5.0
2203,2,1/05/2008,80300,10.0,,6.4,89.8,8.2,35.5,53.7,21.98,9.0
2204,2,1/05/2008,80300,2.0,,6.4,90.2,8.21,35.5,53.7,22.01,10.0
2205,2,1/05/2008,80300,4.0,,6.4,90.0,8.21,35.5,53.7,21.98,10.0
2206,2,1/05/2008,80300,6.0,,6.4,89.9,8.21,35.5,53.7,21.98,9.0
2207,2,1/05/2008,80300,8.0,,6.4,89.8,8.21,35.5,53.7,21.98,10.0
2208,2,5/06/2008,145500,0.2,3.7,7.5,99.7,7.38,27.8,43.2,21.33,22.0
2209,2,1/07/2008,112200,0.2,2.3,7.2,94.7,7.84,32.0,49.0,19.31,4.0
2210,2,1/07/2008,112200,10.0,,7.1,94.2,7.87,32.9,50.2,19.29,8.0
2211,2,1/07/2008,112200,2.0,,7.2,94.7,7.84,32.1,49.0,19.28,4.0
2212,2,1/07/2008,112200,4.0,,7.2,94.6,7.84,32.2,49.2,19.26,4.0
2213,2,1/07/2008,112200,6.0,,7.2,94.5,7.85,32.3,49.3,19.24,6.0
2214,2,1/07/2008,112200,8.0,,7.2,94.4,7.85,32.4,49.6,19.22,5.0
2215,2,29/07/2008,95900,0.2,1.4,7.8,95.0,8.17,27.6,42.8,16.98,3.0
2216,2,29/07/2008,95900,10.0,,7.5,96.4,8.3,33.6,51.2,17.5,6.0
2217,2,29/07/2008,95900,2.0,,7.5,92.1,8.18,27.8,43.2,16.99,4.0
2218,2,29/07/2008,95900,4.0,,7.5,92.6,8.21,29.8,45.9,17.04,6.0
2219,2,29/07/2008,95900,6.0,,7.4,93.3,8.26,31.7,48.5,17.25,4.0
2220,2,29/07/2008,95900,8.0,,7.5,95.7,8.29,33.5,51.0,17.49,3.0
2221,2,3/09/2008,140900,0.2,2.1,7.2,98.0,7.99,33.6,51.1,20.59,4.0
2222,2,3/09/2008,140900,2.0,,7.2,97.8,7.98,33.6,51.1,20.57,3.0
2223,2,3/09/2008,140900,4.0,,7.2,97.6,7.97,33.6,51.2,20.53,4.0
2224,2,3/09/2008,140900,6.0,,7.2,97.2,7.97,33.6,51.1,20.53,3.0
2225,2,3/09/2008,140900,8.0,,7.2,97.0,7.96,33.6,51.2,20.48,4.0
2226,2,3/09/2008,140900,9.5,,7.1,95.1,7.98,34.0,51.7,20.16,5.0
2227,2,1/10/2008,115400,0.2,1.9,7.5,107.6,8.15,35.2,53.3,22.92,7.0
2228,2,1/10/2008,115400,2.0,,7.6,108.1,8.15,35.2,53.3,23.09,8.0
2229,2,1/10/2008,115400,4.0,,7.6,108.4,8.14,35.1,53.2,23.05,9.0
2230,2,1/10/2008,115400,6.0,,7.5,106.5,8.07,35.1,53.2,22.78,10.0
2231,2,1/10/2008,115400,7.5,,7.5,106.3,8.09,35.1,53.2,22.8,14.0
2232,2,27/10/2008,132100,0.2,0.7,7.3,105.5,8.17,33.9,51.5,24.33,10.0
2233,2,27/10/2008,132100,2.0,,7.2,103.9,8.13,33.9,51.6,24.24,12.0
2234,2,27/10/2008,132100,4.0,,7.1,102.9,8.12,34.0,51.8,24.17,12.0
2235,2,27/10/2008,132100,6.0,,7.0,101.8,8.13,34.4,52.2,24.07,12.0
2236,2,27/10/2008,132100,8.0,,6.9,99.9,8.14,34.7,52.7,24.0,11.0
2237,2,27/10/2008,132100,9.0,,6.7,97.7,8.13,34.8,52.7,23.99,14.0
2238,2,26/11/2008,111400,0.2,2.1,7.0,105.5,8.07,34.7,52.7,26.44,8.0
2239,2,26/11/2008,111400,10.0,,6.5,97.7,8.07,34.9,52.9,26.38,10.0
2240,2,26/11/2008,111400,2.0,,6.8,103.2,8.07,34.8,52.8,26.41,9.0
2241,2,26/11/2008,111400,4.0,,6.7,101.5,8.07,34.8,52.8,26.4,8.0
2242,2,26/11/2008,111400,6.0,,6.6,99.9,8.07,34.9,52.9,26.39,11.0
2243,2,26/11/2008,111400,8.0,,6.5,98.6,8.06,34.9,52.9,26.38,10.0
2244,2,18/12/2008,160300,0.2,3.2,6.4,99.3,7.9,35.5,53.7,28.25,12.0
2245,2,18/12/2008,160300,2.0,,6.4,99.9,7.91,35.5,53.7,28.29,15.0
2246,2,18/12/2008,160300,4.0,,6.4,99.9,7.92,35.5,53.7,28.3,15.0
2247,2,18/12/2008,160300,6.0,,6.4,99.9,7.92,35.5,53.7,28.31,14.0
2248,2,18/12/2008,160300,8.0,,6.4,99.8,7.92,35.5,53.7,28.3,17.0
2250,2,29/01/2009,111700,0.2,,6.3,97.6,8.12,36.1,54.5,27.32,6.0
2251,2,29/01/2009,111700,10.0,,6.2,95.1,8.12,36.2,54.6,27.13,7.0
2252,2,29/01/2009,111700,12.0,,6.1,94.1,8.11,36.2,54.6,27.14,9.0
2253,2,29/01/2009,111700,2.0,,6.3,97.0,8.12,36.1,54.5,27.22,6.0
2254,2,29/01/2009,111700,4.0,,6.3,96.7,8.11,36.1,54.6,27.19,6.0
2255,2,29/01/2009,111700,6.0,,6.3,96.5,8.11,36.1,54.6,27.15,5.0
2256,2,29/01/2009,111700,8.0,,6.2,95.7,8.12,36.2,54.6,27.13,6.0
2257,2,23/02/2009,112800,0.2,4.8,6.0,92.9,8.21,33.1,50.5,28.69,6.0
2258,2,23/02/2009,112800,10.0,,5.8,90.9,8.27,34.1,51.8,28.54,17.0
2259,2,23/02/2009,112800,2.0,,6.0,92.7,8.21,33.1,50.5,28.69,7.0
2260,2,23/02/2009,112800,4.0,,5.9,91.9,8.22,33.4,50.8,28.64,7.0
2261,2,23/02/2009,112800,6.0,,5.9,91.3,8.23,33.6,51.1,28.59,10.0
2262,2,23/02/2009,112800,8.0,,5.8,90.4,8.23,33.8,51.4,28.54,16.0
2263,2,25/02/2009,101400,0.2,2.7,6.6,102.0,8.18,34.2,52.0,27.83,3.0
2264,2,25/02/2009,101400,10.0,,6.3,97.2,8.18,34.8,52.8,27.64,10.0
2265,2,25/02/2009,101400,2.0,,6.6,101.6,8.18,34.4,52.2,27.76,3.0
2266,2,25/02/2009,101400,4.0,,6.5,100.7,8.19,34.5,52.3,27.73,3.0
2267,2,25/02/2009,101400,6.0,,6.5,100.4,8.18,34.5,52.4,27.75,4.0
2268,2,25/02/2009,101400,8.0,,6.4,99.1,8.18,34.6,52.5,27.72,5.0
2269,2,26/03/2009,122600,0.2,6.5,6.8,101.4,8.03,34.0,51.7,25.62,11.0
2273,2,26/03/2009,122600,2.0,,6.8,101.0,8.03,34.1,51.8,25.6,13.0
2274,2,26/03/2009,122600,4.0,,6.8,100.3,8.03,34.1,51.9,25.56,15.0
2275,2,26/03/2009,122600,6.0,,6.7,99.7,8.03,34.1,51.9,25.56,18.0
2276,2,26/03/2009,122600,8.0,,6.7,99.3,8.03,34.2,52.0,25.58,20.0
2277,2,26/03/2009,122600,9.5,,6.6,98.7,8.04,34.3,52.1,25.62,20.0
2280,2,28/04/2009,123100,0.2,,7.0,102.1,8.08,33.6,51.2,24.88,6.0
2282,2,28/04/2009,123100,10.0,,6.7,98.5,8.08,34.3,52.1,24.65,11.0
2283,2,28/04/2009,123100,11.0,,6.7,98.4,8.08,34.4,52.3,24.57,8.0
2284,2,28/04/2009,123100,2.0,,6.9,101.3,8.07,33.8,51.5,24.85,6.0
2285,2,28/04/2009,123100,4.0,,6.8,99.8,8.06,33.9,51.6,24.87,7.0
2286,2,28/04/2009,123100,6.0,,6.8,98.9,8.06,34.1,51.9,24.77,11.0
2287,2,28/04/2009,123100,8.0,,6.7,98.5,8.07,34.3,52.0,24.69,11.0
2288,2,25/05/2009,130300,0.2,4.1,7.1,95.1,8.07,30.0,46.3,20.92,8.0
2289,2,25/05/2009,130300,2.0,,7.0,94.2,8.06,30.3,46.6,20.93,8.0
2290,2,25/05/2009,130300,4.0,,7.0,94.2,8.07,30.9,47.4,20.96,8.0
2291,2,25/05/2009,130300,6.0,,7.0,94.2,8.07,31.2,47.9,20.97,11.0
2292,2,25/05/2009,130300,8.0,,7.0,94.2,8.08,31.7,48.5,20.95,11.0
2293,2,25/05/2009,130300,9.0,,6.9,93.6,8.09,32.3,49.4,20.95,12.0
2294,2,23/06/2009,122200,0.2,6.1,7.3,97.0,7.83,32.8,50.0,19.76,15.0
2295,2,23/06/2009,122200,10.0,,7.2,95.5,7.8,32.9,50.2,19.74,29.0
2296,2,23/06/2009,122200,2.0,,7.3,96.8,7.81,32.8,50.0,19.74,17.0
2297,2,23/06/2009,122200,4.0,,7.2,96.2,7.81,32.8,50.1,19.74,16.0
2298,2,23/06/2009,122200,6.0,,7.2,96.1,7.81,32.8,50.1,19.74,15.0
2299,2,23/06/2009,122200,8.0,,7.2,95.9,7.81,32.8,50.1,19.74,19.0
2300,2,21/07/2009,101700,0.2,,8.0,103.2,7.89,34.2,52.0,17.96,16.0
2301,2,21/07/2009,101700,2.0,,7.9,102.3,7.89,34.3,52.0,17.9,15.0
2302,2,21/07/2009,101700,4.0,,7.8,101.3,7.89,34.3,52.1,17.9,17.0
2303,2,21/07/2009,101700,6.0,,7.6,98.9,7.9,34.3,52.1,17.92,16.0
2304,2,21/07/2009,101700,8.0,,7.6,98.1,7.9,34.3,52.1,17.91,15.0
2305,2,21/07/2009,101700,9.0,,7.5,97.6,7.9,34.3,52.1,17.89,16.0
2307,2,18/08/2009,111600,0.2,,8.0,108.8,7.8,33.7,51.3,20.44,8.0
2308,2,18/08/2009,111600,2.0,,7.9,107.5,7.8,33.8,51.4,20.41,8.0
2309,2,18/08/2009,111600,4.0,,7.9,107.0,7.8,33.9,51.5,20.41,8.0
2310,2,18/08/2009,111600,6.0,,7.9,106.6,7.8,33.9,51.6,20.4,8.0
2311,2,15/09/2009,81000,0.2,1.1,6.9,98.0,8.13,34.9,53.0,22.48,3.0
2312,2,15/09/2009,81000,10.0,,6.7,95.3,8.13,35.0,53.1,22.45,4.0
2313,2,15/09/2009,81000,2.0,,6.9,97.7,8.13,35.0,53.0,22.47,3.0
2314,2,15/09/2009,81000,4.0,,6.9,97.3,8.13,35.0,53.1,22.45,3.0
2315,2,15/09/2009,81000,6.0,,6.8,96.6,8.13,35.0,53.1,22.45,4.0
2316,2,15/09/2009,81000,8.0,,6.8,95.9,8.13,35.0,53.1,22.45,4.0
2317,2,21/10/2009,133100,0.2,4.5,7.0,101.8,8.25,36.5,55.1,23.86,6.0
2318,2,21/10/2009,133100,10.0,,6.8,99.6,8.23,36.6,55.1,23.73,14.0
2319,2,21/10/2009,133100,2.0,,7.0,101.5,8.24,36.6,55.1,23.81,5.0
2320,2,21/10/2009,133100,4.0,,6.9,100.7,8.23,36.6,55.1,23.76,5.0
2321,2,21/10/2009,133100,6.0,,6.9,100.2,8.23,36.6,55.1,23.74,9.0
2322,2,21/10/2009,133100,8.0,,6.9,99.9,8.23,36.6,55.1,23.74,9.0
2323,2,17/11/2009,111900,0.2,0.1,6.7,100.9,7.99,36.0,54.4,25.85,5.0
2324,2,17/11/2009,111900,10.0,,6.7,100.4,7.95,36.0,54.4,25.83,7.0
2325,2,17/11/2009,111900,2.0,,6.7,100.7,7.96,36.0,54.4,25.85,4.0
2326,2,17/11/2009,111900,4.0,,6.7,100.6,7.95,36.0,54.4,25.83,5.0
2327,2,17/11/2009,111900,6.0,,6.7,100.7,7.95,36.0,54.4,25.84,5.0
2328,2,17/11/2009,111900,8.0,,6.7,100.8,7.96,36.0,54.4,25.84,6.0
2329,2,15/12/2009,102900,0.2,2.4,6.1,97.4,8.13,37.0,55.7,28.55,4.0
2330,2,15/12/2009,102900,10.0,,6.0,95.7,8.11,37.0,55.8,28.54,5.0
2331,2,15/12/2009,102900,12.0,,6.0,95.2,8.11,37.0,55.8,28.54,6.0
2332,2,15/12/2009,102900,2.0,,6.1,96.9,8.12,37.1,55.8,28.56,4.0
2333,2,15/12/2009,102900,4.0,,6.1,96.5,8.12,37.0,55.8,28.56,5.0
2334,2,15/12/2009,102900,6.0,,6.1,96.3,8.11,37.0,55.8,28.55,4.0
2335,2,15/12/2009,102900,8.0,,6.1,95.9,8.11,37.0,55.8,28.54,4.0
2336,2,19/01/2010,130600,0.2,2.7,5.7,90.4,8.24,36.0,54.4,28.7,2.0
2337,2,19/01/2010,130600,10.0,,5.4,84.9,8.22,36.1,54.5,28.61,5.0
2338,2,19/01/2010,130600,2.0,,5.6,89.1,8.23,36.0,54.4,28.66,4.0
2339,2,19/01/2010,130600,4.0,,5.6,87.9,8.24,36.0,54.4,28.65,5.0
2340,2,19/01/2010,130600,6.0,,5.5,87.0,8.23,36.1,54.4,28.62,3.0
2341,2,19/01/2010,130600,8.0,,5.4,85.9,8.25,36.1,54.5,28.62,6.0
2342,2,15/02/2010,130400,0.2,1.8,5.8,89.3,7.77,31.8,48.6,28.55,9.0
2343,2,15/02/2010,130400,10.0,,5.7,87.8,7.77,32.6,49.9,28.26,15.0
2344,2,15/02/2010,130400,2.0,,5.7,88.2,7.76,31.8,48.7,28.5,11.0
2345,2,15/02/2010,130400,4.0,,5.7,87.8,7.76,31.8,48.7,28.49,11.0
2346,2,15/02/2010,130400,6.0,,5.7,87.8,7.76,32.0,49.0,28.44,10.0
2347,2,15/02/2010,130400,8.0,,5.7,88.0,7.77,32.3,49.4,28.37,19.0
2348,2,16/03/2010,111900,0.2,1.3,6.6,92.2,7.84,23.3,36.8,26.08,18.0
2349,2,16/03/2010,111900,2.0,,6.4,92.0,7.86,27.3,42.4,25.89,27.0
2350,2,16/03/2010,111900,4.0,,6.4,92.3,7.85,27.1,42.1,25.96,95.0
2351,2,16/03/2010,111900,6.0,,6.5,93.9,7.86,29.1,45.0,25.89,30.0
2352,2,16/03/2010,111900,8.0,,6.5,93.9,7.87,29.7,45.8,25.82,44.0
2353,2,21/04/2010,71600,0.2,2.5,6.9,97.1,8.2,30.2,46.5,23.83,4.0
2354,2,21/04/2010,71600,2.0,,6.8,97.1,8.21,31.6,48.4,23.98,5.0
2355,2,21/04/2010,71600,4.0,,6.8,97.5,8.21,32.1,49.1,23.98,7.0
2356,2,21/04/2010,71600,6.0,,6.8,97.6,8.21,32.3,49.4,24.06,7.0
2357,2,21/04/2010,71600,8.0,,6.8,97.6,8.22,33.6,51.1,24.12,7.0
2358,2,21/04/2010,71600,9.5,,6.6,94.7,8.22,33.4,50.9,24.19,9.0
2359,2,25/05/2010,94100,0.2,1.8,6.9,93.3,8.14,33.9,51.6,20.47,12.0
2360,2,25/05/2010,94100,10.0,,6.9,93.6,8.15,34.1,51.8,20.53,18.0
2361,2,25/05/2010,94100,2.0,,6.9,93.3,8.15,33.9,51.6,20.48,14.0
2362,2,25/05/2010,94100,4.0,,6.9,93.2,8.14,33.9,51.6,20.49,14.0
2363,2,25/05/2010,94100,6.0,,6.9,93.3,8.16,34.0,51.6,20.49,14.0
2364,2,25/05/2010,94100,8.0,,6.9,93.4,8.16,34.0,51.7,20.5,15.0
2365,2,22/06/2010,72000,0.2,1.9,7.7,100.9,8.31,34.4,52.2,18.4,9.0
2366,2,22/06/2010,72000,10.0,,7.7,100.3,8.26,34.5,52.3,18.41,11.0
2367,2,22/06/2010,72000,2.0,,7.7,101.1,8.29,34.4,52.3,18.4,10.0
2368,2,22/06/2010,72000,4.0,,7.7,101.0,8.28,34.4,52.3,18.4,12.0
2369,2,22/06/2010,72000,6.0,,7.7,100.8,8.27,34.5,52.3,18.41,10.0
2370,2,22/06/2010,72000,8.0,,7.7,100.6,8.27,34.5,52.3,18.41,11.0
2371,2,27/07/2010,104700,0.2,3.1,7.9,103.7,8.16,35.3,53.5,18.27,6.0
2372,2,27/07/2010,104700,10.0,,7.9,104.1,8.15,35.5,53.7,18.17,6.0
2373,2,27/07/2010,104700,11.0,,7.9,104.0,8.17,35.6,53.8,18.15,7.0
2374,2,27/07/2010,104700,2.0,,7.9,103.9,8.15,35.4,53.5,18.26,6.0
2375,2,27/07/2010,104700,4.0,,7.9,103.9,8.15,35.4,53.6,18.23,6.0
2376,2,27/07/2010,104700,6.0,,7.9,103.9,8.15,35.4,53.6,18.22,8.0
2377,2,27/07/2010,104700,8.0,,7.9,104.0,8.16,35.5,53.7,18.2,7.0
2378,2,24/08/2010,130900,0.2,2.8,7.3,96.7,8.29,31.6,48.4,19.94,6.0
2379,2,24/08/2010,130900,10.0,,7.4,98.2,8.3,33.2,50.6,19.66,10.0
2380,2,24/08/2010,130900,2.0,,7.4,97.9,8.28,32.2,49.2,19.83,8.0
2381,2,24/08/2010,130900,4.0,,7.4,98.3,8.28,32.4,49.5,19.8,8.0
2382,2,24/08/2010,130900,6.0,,7.4,98.2,8.29,32.7,49.9,19.74,10.0
2383,2,24/08/2010,130900,8.0,,7.4,98.2,8.29,32.9,50.3,19.7,9.0
2384,2,21/09/2010,93800,0.2,1.4,6.8,88.7,8.31,26.3,41.0,21.02,10.0
2385,2,21/09/2010,93800,10.0,,7.1,95.7,8.39,32.9,50.2,20.62,16.0
2386,2,21/09/2010,93800,2.0,,6.8,88.8,8.31,26.3,41.1,21.0,11.0
2387,2,21/09/2010,93800,4.0,,6.8,91.4,8.37,31.4,48.1,20.7,11.0
2388,2,21/09/2010,93800,6.0,,7.1,94.9,8.38,31.9,48.9,20.67,14.0
2389,2,21/09/2010,93800,8.0,,7.1,95.1,8.38,32.4,49.5,20.65,16.0
2390,2,28/10/2010,131100,0.2,,7.2,101.7,8.06,26.7,41.6,25.37,3.0
2391,2,28/10/2010,131100,10.0,,7.1,102.1,8.06,34.2,51.9,23.67,8.0
2392,2,28/10/2010,131100,2.0,,7.2,101.2,8.06,27.7,43.0,24.91,3.0
2393,2,28/10/2010,131100,4.0,,7.1,102.1,8.07,32.2,49.3,24.02,4.0
2394,2,28/10/2010,131100,6.0,,7.1,102.2,8.05,33.1,50.4,23.88,5.0
2395,2,28/10/2010,131100,8.0,,7.1,102.3,8.05,33.6,51.2,23.74,7.0
2396,2,25/11/2010,133100,0.2,1.9,8.1,115.8,8.21,33.3,50.7,23.71,12.0
2397,2,25/11/2010,133100,2.0,,7.7,109.5,8.21,33.3,50.8,23.7,9.0
