Timestamp,Record,Chlugl,Depthm,DOmgL,DOPerSat,fDOMQSU,fDOMRFU,pH,Salinitypsu,SpCondmS,TemperatureDegC,TurbNTU
2024-02-22 22:05:42,2545,,-0.003,7.53,,-3.69,,7.98,0,,29.699,3.64
2024-02-22 22:35:42,2546,,-0.005,7.54,,-3.1,,7.99,0,,29.67,4.42
2024-02-22 23:05:42,2547,,-0.009,7.53,,-3.24,,7.99,0,,29.638,4.31
2024-02-22 23:35:42,2548,,-0.015,7.54,,-3.09,,7.98,0,,29.514,4.34
2024-02-23 00:05:42,2549,,-0.018,7.54,,-3.05,,7.99,0,,29.508,3.58
2024-02-23 00:35:42,2550,,-0.022,7.54,,-3.07,,7.97,0,,29.529,4.34
2024-02-23 01:05:42,2551,,-0.024,7.54,,-3.15,,7.96,0,,29.546,2.79
2024-02-23 01:35:42,2552,,-0.026,7.53,,-3.01,,7.95,0,,29.585,2.84
2024-02-23 02:05:42,2553,,-0.026,7.52,,-3.1,,7.95,0,,29.61,2.2
2024-02-23 02:35:42,2554,,-0.026,7.52,,-2.97,,7.95,0,,29.619,2.46
2024-02-23 03:05:42,2555,,-0.027,7.52,,-3.05,,7.93,0,,29.584,3.5
2024-02-23 03:35:42,2556,,-0.026,7.53,,-3.14,,7.95,0,,29.517,2.21
2024-02-23 04:05:42,2557,,-0.024,7.53,,-3.37,,7.93,0,,29.504,4.18
2024-02-23 04:35:42,2558,,-0.022,7.53,,-3.02,,7.92,0,,29.515,2.99
2024-02-23 05:05:42,2559,,-0.017,7.54,,-3.4,,7.89,0,,29.453,3.69
2024-02-23 05:35:42,2560,,-0.013,7.55,,-2.98,,7.91,0,,29.428,4.07
2024-02-23 06:05:42,2561,,-0.01,7.55,,-3.15,,7.91,0,,29.4,4.16
2024-02-23 06:35:42,2562,,-0.006,7.56,,-3.42,,7.89,0,,29.279,3.73
2024-02-23 07:05:42,2563,,-0.005,7.55,,-3.04,,7.9,0,,29.324,6.09
2024-02-23 07:35:42,2564,,-0.003,7.54,,-3.44,,7.9,0,,29.384,5.36
2024-02-23 08:05:42,2565,,-0.002,7.53,,-3.22,,7.93,0,,29.507,4.8
2024-02-23 08:35:42,2566,,0.004,7.53,,-3.7,,7.93,0,,29.625,5.26
2024-02-23 09:05:42,2567,,0.006,7.51,,-3.63,,7.91,0,,29.741,4.11
2024-02-23 09:35:42,2568,,0.004,7.49,,-3.33,,7.93,0,,30.017,3.89
2024-02-23 10:05:42,2569,,-0.001,7.47,,-3.34,,7.92,0,,30.108,4.81
2024-02-23 10:35:42,2570,,-0.009,7.47,,-3.4,,7.94,0,,30.236,4.37
2024-02-23 11:05:42,2571,,-0.015,7.42,,-3.38,,7.95,0,,30.538,3.46
2024-02-23 11:35:42,2572,,-0.022,7.4,,-3.11,,7.95,0,,30.735,5.13
2024-02-23 12:05:42,2573,,-0.026,7.38,,-3.19,,7.95,0,,30.931,3.16
2024-02-23 12:35:42,2574,,-0.03,7.38,,-3.1,,7.99,0,,30.97,2.46
2024-02-23 13:05:42,2575,,-0.032,7.37,,-2.94,,8.01,0,,31.03,2.33
2024-02-23 13:35:42,2576,,-0.036,7.36,,-3.03,,8.02,0,,31.089,2.67
2024-02-23 14:05:42,2577,,-0.04,7.36,,-3.19,,8.05,0,,31.173,2.8
2024-02-23 14:35:42,2578,,-0.042,7.35,,-3,,8.08,0,,31.31,1.79
2024-02-23 15:05:42,2579,,-0.045,7.34,,-3.18,,8.13,0,,31.479,2.03
2024-02-23 15:35:42,2580,,-0.046,7.33,,-2.67,,8.15,0,,31.532,1.87
2024-02-23 16:05:42,2581,,-0.043,7.35,,-3.17,,8.17,0,,31.428,1.98
2024-02-23 16:35:42,2582,,-0.04,7.38,,-3.21,,8.08,0,,31.015,2.93
2024-02-23 17:05:42,2583,,-0.039,7.38,,-3.05,,8.15,0,,31.153,2.23
2024-02-23 17:35:42,2584,,-0.037,7.39,,-3.34,,8.13,0,,31.019,2.82
2024-02-23 18:05:42,2585,,-0.035,7.4,,-3.04,,8.15,0,,30.988,2.05
2024-02-23 18:35:42,2586,,-0.033,7.39,,-3.43,,8.1,0,,30.892,2.71
2024-02-23 19:05:42,2587,,-0.031,7.39,,-3.62,,8.04,0,,30.829,3.92
2024-02-23 19:35:42,2588,,-0.03,7.39,,-3.2,,7.99,0,,30.654,5.5
2024-02-23 20:05:42,2589,,-0.026,7.43,,-3.16,,8.03,0,,30.548,5.09
2024-02-23 20:35:42,2590,,-0.023,7.44,,-3.06,,8.06,0,,30.487,4.07
2024-02-23 21:05:42,2591,,-0.02,7.42,,-3.08,,8,0,,30.528,4.97
2024-02-23 21:35:42,2592,,-0.018,7.43,,-3.42,,7.98,0,,30.365,4.12
2024-02-23 22:05:42,2593,,-0.02,7.44,,-3.6,,7.97,0,,30.257,3.82
2024-02-23 22:35:42,2594,,-0.02,7.45,,-2.98,,7.97,0,,30.211,3.01
2024-02-23 23:05:42,2595,,-0.02,7.46,,-3.15,,7.96,0,,30.185,2.88
2024-02-23 23:35:42,2596,,-0.023,7.46,,-3.15,,7.97,0,,30.101,2.66
2024-02-24 00:05:42,2597,,-0.028,7.47,,-3.11,,7.97,0,,30.045,3.19
2024-02-24 00:35:42,2598,,-0.031,7.46,,-2.98,,7.97,0,,30.014,2.2
2024-02-24 01:05:42,2599,,-0.034,7.46,,-3.14,,7.95,0,,29.984,3.31
2024-02-24 01:35:42,2600,,-0.039,7.46,,-3.05,,7.96,0,,29.949,2.65
2024-02-24 02:05:42,2601,,-0.042,7.47,,-3.17,,7.93,0,,29.903,3.65
2024-02-24 02:35:42,2602,,-0.042,7.48,,-2.7,,7.95,0,,29.851,3.42
2024-02-24 03:05:42,2603,,-0.042,7.49,,-3.09,,7.95,0,,29.754,2.48
2024-02-24 03:35:42,2604,,-0.039,7.49,,-3.09,,7.94,0,,29.722,2.84
2024-02-24 04:05:42,2605,,-0.038,7.5,,-3.14,,7.93,0,,29.662,3.12
2024-02-24 04:35:42,2606,,-0.038,7.49,,-3.17,,7.92,0,,29.734,3.27
2024-02-24 05:05:42,2607,,-0.035,7.49,,-3.17,,7.91,0,,29.731,3.09
2024-02-24 05:35:42,2608,,-0.032,7.49,,-3.16,,7.89,0,,29.736,4.95
2024-02-24 06:05:42,2609,,-0.032,7.52,,-3.12,,7.9,0,,29.537,5.57
2024-02-24 06:35:42,2610,,-0.028,7.51,,-3.2,,7.89,0,,29.586,3.87
2024-02-24 07:05:42,2611,,-0.028,7.51,,-2.98,,7.91,0,,29.612,4.46
2024-02-24 07:35:42,2612,,-0.024,7.5,,-3.38,,7.9,0,,29.666,3.99
2024-02-24 08:05:42,2613,,-0.022,7.51,,-3.29,,7.9,0,,29.718,6.31
2024-02-24 08:35:42,2614,,-0.018,7.48,,-2.97,,7.93,0,,29.842,4.36
2024-02-24 09:05:42,2615,,-0.011,7.48,,-3.26,,7.93,0,,29.893,3.96
2024-02-24 09:35:42,2616,,-0.012,7.45,,-3.45,,7.95,0,,30.184,5.35
2024-02-24 10:05:42,2617,,-0.016,7.44,,-3.31,,7.93,0,,30.193,3.9
2024-02-24 10:35:42,2618,,-0.018,7.43,,-3.48,,7.93,0,,30.446,4.21
2024-02-24 11:05:42,2619,,-0.027,7.42,,-3.31,,7.95,0,,30.579,5.07
2024-02-24 11:35:42,2620,,-0.033,7.42,,-3.1,,7.94,0,,30.558,5.15
2024-02-24 12:05:42,2621,,-0.039,7.39,,-3.06,,7.93,0,,30.626,7.78
2024-02-24 12:35:42,2622,,-0.043,7.4,,-3.06,,7.93,0,,30.74,6.33
2024-02-24 13:05:42,2623,,-0.049,7.36,,-3.33,,7.99,0,,31.025,3.15
2024-02-24 13:35:42,2624,,-0.051,7.36,,-3.14,,8.01,0,,31.126,2.84
2024-02-24 14:05:42,2625,,-0.051,7.35,,-3.12,,8.03,0,,31.168,2.98
2024-02-24 14:35:42,2626,,-0.052,7.35,,-3.14,,8.05,0,,31.095,3.27
2024-02-24 15:05:42,2627,,-0.047,7.37,,-2.96,,8.05,0,,31.007,3.12
2024-02-24 15:35:42,2628,,-0.047,7.39,,-3.1,,8.07,0,,30.933,3.77
2024-02-24 16:05:42,2629,,-0.048,7.38,,-3.14,,8.05,0,,30.981,3.61
2024-02-24 16:35:42,2630,,-0.047,7.39,,-3.16,,8.08,0,,30.872,3.74
2024-02-24 17:05:42,2631,,-0.044,7.4,,-3,,8.09,0,,30.828,3.02
2024-02-24 17:35:42,2632,,-0.039,7.41,,-3.17,,8.06,0,,30.723,3.6
2024-02-24 18:05:42,2633,,-0.036,7.42,,-3.24,,8.05,0,,30.645,4.96
2024-02-24 18:35:42,2634,,-0.03,7.43,,-3.17,,8.05,0,,30.6,4.07
2024-02-24 19:05:42,2635,,-0.024,7.43,,-2.99,,8.05,0,,30.597,1.37
2024-02-24 19:35:42,2636,,-0.017,7.43,,-3.36,,8,0,,30.524,1.34
2024-02-24 20:05:42,2637,,-0.013,7.44,,-3.5,,7.96,0,,30.398,4
2024-02-24 20:35:42,2638,,-0.006,7.44,,-3.15,,7.95,0,,30.339,3.98
2024-02-24 21:05:42,2639,,-0.003,7.47,,-3.77,,8,0,,30.322,4.39
2024-02-24 21:35:42,2640,,0.001,7.46,,-3.05,,7.95,0,,30.264,4.88
2024-02-24 22:05:42,2641,,-0.001,7.47,,-3.3,,7.94,0,,30.131,4.45
2024-02-24 22:35:42,2642,,-0.006,7.49,,-3.19,,7.94,0,,30.032,4.46
2024-02-24 23:05:42,2643,,-0.015,7.49,,-3.41,,7.95,0,,29.949,4.38
2024-02-24 23:35:42,2644,,-0.018,7.5,,-3.46,,7.95,0,,29.832,4.85
2024-02-25 00:05:42,2645,,-0.021,7.49,,-3.43,,7.93,0,,29.829,4.92
2024-02-25 00:35:42,2646,,-0.021,7.49,,-3.37,,7.93,0,,29.838,4.99
2024-02-25 01:05:42,2647,,-0.02,7.5,,-3.29,,7.94,0,,29.747,5.03
2024-02-25 01:35:42,2648,,-0.02,7.51,,-3.33,,7.92,0,,29.667,4.74
2024-02-25 02:05:42,2649,,-0.02,7.52,,-3.39,,7.92,0,,29.59,4.34
2024-02-25 02:35:42,2650,,-0.023,7.52,,-3.1,,7.9,0,,29.535,4.23
2024-02-25 03:05:42,2651,,-0.018,7.54,,-3.39,,7.91,0,,29.425,4.29
2024-02-25 03:35:42,2652,,-0.02,7.54,,-3.22,,7.9,0,,29.336,4.89
2024-02-25 04:05:42,2653,,-0.021,7.57,,-3.09,,7.89,0,,29.242,3.39
2024-02-25 04:35:42,2654,,-0.022,7.58,,-3.02,,7.92,0,,29.152,2.87
2024-02-25 05:05:42,2655,,-0.019,7.59,,-3.09,,7.91,0,,29.087,4.16
2024-02-25 05:35:42,2656,,-0.022,7.54,,-3.14,,7.89,0,,29.398,5.8
2024-02-25 06:05:42,2657,,-0.026,7.54,,-3.23,,7.87,0,,29.404,5.03
2024-02-25 06:35:42,2658,,-0.023,7.55,,-3.14,,7.87,0,,29.372,6.49
2024-02-25 07:05:42,2659,,-0.021,7.54,,-3.06,,7.88,0,,29.353,7.69
2024-02-25 07:35:42,2660,,-0.02,7.55,,-3.28,,7.88,0,,29.347,5.68
2024-02-25 08:05:42,2661,,-0.023,7.55,,-3.34,,7.91,0,,29.36,4.44
2024-02-25 08:35:42,2662,,-0.016,7.55,,-3.47,,7.9,0,,29.396,5.9
2024-02-25 09:05:42,2663,,-0.014,7.52,,-3.05,,7.91,0,,29.453,7.82
2024-02-25 09:35:42,2664,,-0.016,7.51,,-3.31,,7.91,0,,29.558,5.74
2024-02-25 10:05:42,2665,,-0.015,7.51,,-3.42,,7.91,0,,29.632,5.51
2024-02-25 10:35:42,2666,,-0.015,7.5,,-3.25,,7.93,0,,29.724,5.95
2024-02-25 11:05:42,2667,,-0.016,7.5,,-3.43,,7.94,0,,29.843,5.61
2024-02-25 11:35:42,2668,,-0.018,7.48,,-3.22,,7.95,0,,29.945,6.46
2024-02-25 12:05:42,2669,,-0.017,7.47,,-3.17,,7.92,0,,29.992,9.04
2024-02-25 12:35:42,2670,,-0.019,7.46,,-3.32,,7.92,0,,30.045,5.98
2024-02-25 13:05:42,2671,,-0.023,7.45,,-3.04,,7.94,0,,30.139,4.78
2024-02-25 13:35:42,2672,,-0.025,7.46,,-3.15,,7.97,0,,30.225,4.3
2024-02-25 14:05:42,2673,,-0.028,7.46,,-3.12,,8,0,,30.297,4.48
2024-02-25 14:35:42,2674,,-0.031,7.45,,-3.31,,8.01,0,,30.316,4.54
2024-02-25 15:05:42,2675,,-0.032,7.45,,-3.28,,8.01,0,,30.345,4.37
2024-02-25 15:35:42,2676,,-0.033,7.45,,-3.24,,7.99,0,,30.317,3.79
2024-02-25 16:05:42,2677,,-0.032,7.47,,-3.07,,7.98,0,,30.213,2.84
2024-02-25 16:35:42,2678,,-0.03,7.48,,-3.12,,7.99,0,,30.112,4.73
2024-02-25 17:05:42,2679,,-0.027,7.48,,-3.43,,7.98,0,,30.034,3.98
2024-02-25 17:35:42,2680,,-0.027,7.49,,-3.18,,8.01,0,,29.972,3.31
2024-02-25 18:05:42,2681,,-0.026,7.5,,-3.14,,7.99,0,,29.925,4.7
2024-02-25 18:35:42,2682,,-0.026,7.49,,-3.43,,7.96,0,,29.957,4.9
2024-02-25 19:05:42,2683,,-0.026,7.5,,-3.47,,7.98,0,,29.923,4.16
2024-02-25 19:35:42,2684,,-0.022,7.49,,-3.23,,7.95,0,,29.925,5.56
2024-02-25 20:05:42,2685,,-0.02,7.5,,-3.04,,7.94,0,,29.85,5.72
2024-02-25 20:35:42,2686,,-0.02,7.5,,-3.54,,7.93,0,,29.784,5.76
2024-02-25 21:05:42,2687,,-0.021,7.52,,-3.51,,7.95,0,,29.684,5.09
2024-02-25 21:35:42,2688,,-0.021,7.51,,-3.31,,7.95,0,,29.702,5.24
2024-02-25 22:05:42,2689,,-0.019,7.52,,-3.27,,7.95,0,,29.68,5.41
2024-02-25 22:35:42,2690,,-0.018,7.52,,-3.26,,7.92,0,,29.624,6.04
2024-02-25 23:05:42,2691,,-0.018,7.54,,-3.27,,7.94,0,,29.466,7.73
2024-02-25 23:35:42,2692,,-0.019,7.54,,-3.23,,7.93,0,,29.38,5
2024-02-26 00:05:42,2693,,-0.02,7.54,,-3.12,,7.93,0,,29.386,7.69
2024-02-26 00:35:42,2694,,-0.021,7.55,,-3.28,,7.93,0,,29.345,5.2
2024-02-26 01:05:42,2695,,-0.025,7.55,,-3.57,,7.92,0,,29.259,5.24
2024-02-26 01:35:42,2696,,-0.026,7.58,,-3.27,,7.93,0,,29.168,4.59
2024-02-26 02:05:42,2697,,-0.027,7.59,,-3.14,,7.92,0,,29.083,5.8
2024-02-26 02:35:42,2698,,-0.029,7.59,,-3.16,,7.92,0,,28.995,4.42
2024-02-26 03:05:42,2699,,-0.029,7.59,,-3.02,,7.91,0,,28.985,3.56
2024-02-26 03:35:42,2700,,-0.027,7.59,,-3.33,,7.91,0,,28.987,4.69
2024-02-26 04:05:42,2701,,-0.029,7.6,,-3.2,,7.89,0,,28.878,4.78
2024-02-26 04:35:42,2702,,-0.03,7.6,,-3.23,,7.89,0,,28.846,4.68
2024-02-26 05:05:42,2703,,-0.028,7.61,,-3.21,,7.89,0,,28.787,3.28
2024-02-26 05:35:42,2704,,-0.024,7.62,,-3.1,,7.86,0,,28.689,3.34
2024-02-26 06:05:42,2705,,-0.019,7.59,,-2.98,,7.87,0,,28.913,3.9
2024-02-26 06:35:42,2706,,-0.017,7.59,,-3.2,,7.86,0,,28.945,5
2024-02-26 07:05:42,2707,,-0.014,7.62,,-3.4,,7.88,0,,28.876,5.18
2024-02-26 07:35:42,2708,,-0.013,7.58,,-3.46,,7.88,0,,29.067,5.66
2024-02-26 08:05:42,2709,,-0.01,7.58,,-2.92,,7.89,0,,29.171,8.35
2024-02-26 08:35:42,2710,,-0.01,7.57,,-3.12,,7.88,0,,29.277,7.15
2024-02-26 09:05:42,2711,,-0.007,7.55,,-3.34,,7.89,0,,29.339,6.24
2024-02-26 09:35:42,2712,,-0.002,7.54,,-2.96,,7.9,0,,29.404,7.1
2024-02-26 10:05:42,2713,,-0.001,7.51,,-2.6,,7.89,0,,29.55,12.6
2024-02-26 10:35:42,2714,,-0.004,7.51,,-2.83,,7.92,0,,29.672,11.54
2024-02-26 11:05:42,2715,,-0.008,7.49,,-2.63,,7.91,0,,29.876,10.94
2024-02-26 11:35:42,2716,,-0.013,7.49,,-3.43,,7.91,0,,29.883,6.93
2024-02-26 12:05:42,2717,,-0.016,7.47,,-3.19,,7.91,0,,30.067,5.96
2024-02-26 12:35:42,2718,,-0.019,7.45,,-3.26,,7.93,0,,30.179,7.11
2024-02-26 13:05:42,2719,,-0.021,7.44,,-3.38,,7.92,0,,30.295,5.69
2024-02-26 13:35:42,2720,,-0.024,7.42,,-3.45,,7.98,0,,30.667,4.27
2024-02-26 14:05:42,2721,,-0.028,7.41,,-2.97,,8.06,0,,30.867,5.37
2024-02-26 14:35:42,2722,,-0.03,7.41,,-3.26,,8.08,0,,30.918,4.64
2024-02-26 15:05:42,2723,,-0.033,7.4,,-3.17,,8.11,0,,31.006,4.9
2024-02-26 15:35:42,2724,,-0.033,7.42,,-3.26,,8.11,0,,30.86,3.71
2024-02-26 16:05:42,2725,,-0.032,7.43,,-3.21,,8.12,0,,30.837,4.19
2024-02-26 16:35:42,2726,,-0.031,7.44,,-3.22,,8.12,0,,30.717,3.63
2024-02-26 17:05:42,2727,,-0.029,7.45,,-3.48,,8.08,0,,30.612,2.99
2024-02-26 17:35:42,2728,,-0.026,7.47,,-2.85,,8.12,0,,30.476,3.47
2024-02-26 18:05:42,2729,,-0.022,7.48,,-3.4,,8.04,0,,30.345,4.06
2024-02-26 18:35:42,2730,,-0.02,7.49,,-3.19,,8.05,0,,30.262,4.16
2024-02-26 19:05:42,2731,,-0.016,7.48,,-3.27,,8.02,0,,30.327,4.04
2024-02-26 19:35:42,2732,,-0.013,7.48,,-3.19,,8.05,0,,30.314,3.51
2024-02-26 20:05:42,2733,,-0.009,7.47,,-2.9,,8,0,,30.326,4.74
2024-02-26 20:35:42,2734,,-0.006,7.48,,-2.18,,7.95,0,,30.176,12.06
2024-02-26 21:05:42,2735,,-0.005,7.5,,-1.69,,7.98,0,,30.048,16.26
2024-02-26 21:35:42,2736,,-0.005,7.51,,-2.91,,7.98,0,,29.978,9.73
2024-02-26 22:05:42,2737,,-0.005,7.49,,-2.93,,7.96,0,,30.062,9.33
2024-02-26 22:35:42,2738,,-0.006,7.5,,-2.85,,7.94,0,,29.947,9.51
2024-02-26 23:05:42,2739,,-0.01,7.52,,-3.51,,7.94,0,,29.739,9.48
2024-02-26 23:35:42,2740,,-0.013,7.52,,-2.64,,7.94,0,,29.681,8.91
2024-02-27 00:05:42,2741,,-0.014,7.52,,-3.24,,7.94,0,,29.63,7.24
2024-02-27 00:35:42,2742,,-0.016,7.53,,-3.23,,7.93,0,,29.566,7.15
2024-02-27 01:05:42,2743,,-0.016,7.54,,-3.3,,7.9,0,,29.465,7.43
2024-02-27 01:35:42,2744,,-0.019,7.56,,-3.25,,7.91,0,,29.346,6.79
2024-02-27 02:05:42,2745,,-0.022,7.57,,-3.02,,7.92,0,,29.218,5.54
2024-02-27 02:35:42,2746,,-0.023,7.59,,-3.11,,7.91,0,,29.127,5.56
2024-02-27 03:05:42,2747,,-0.023,7.59,,-3.12,,7.91,0,,29.054,4.47
2024-02-27 03:35:42,2748,,-0.022,7.58,,-3.24,,7.87,0,,29.039,5.74
2024-02-27 04:05:42,2749,,-0.018,7.61,,-3.03,,7.86,0,,28.928,3.92
2024-02-27 04:35:42,2750,,-0.017,7.61,,-3.28,,7.87,0,,28.854,4.24
2024-02-27 05:05:42,2751,,-0.016,7.62,,-2.99,,7.85,0,,28.794,4.16
2024-02-27 05:35:42,2752,,-0.012,7.63,,-3.29,,7.85,0,,28.73,3.2
2024-02-27 06:05:42,2753,,-0.01,7.62,,-2.97,,7.86,0,,28.79,7.02
2024-02-27 06:35:42,2754,,-0.006,7.61,,-3.24,,7.84,0,,28.909,5.36
2024-02-27 07:05:42,2755,,-0.002,7.57,,-2.76,,7.82,0,,29.101,9.16
2024-02-27 07:35:42,2756,,0,7.59,,-2.78,,7.86,0,,29.096,9.77
2024-02-27 08:05:42,2757,,0.005,7.58,,-2.09,,7.86,0,,29.218,13
2024-02-27 08:35:42,2758,,0.006,7.57,,-2.89,,7.87,0,,29.386,10.78
2024-02-27 09:05:42,2759,,0.01,7.54,,-2.68,,7.87,0,,29.465,11.26
2024-02-27 09:35:42,2760,,0.013,7.53,,-2.57,,7.87,0,,29.685,12.18
2024-02-27 10:05:42,2761,,0.014,7.51,,-2.52,,7.87,0,,29.795,13.27
2024-02-27 10:35:42,2762,,0.013,7.54,,-2.51,,7.91,0,,29.744,12.84
2024-02-27 11:05:42,2763,,0.01,7.52,,-2.53,,7.91,0,,29.797,11.73
2024-02-27 11:35:42,2764,,0.008,7.48,,-3,,7.93,0,,30.167,9.86
2024-02-27 12:05:42,2765,,0.005,7.46,,-2.94,,7.95,0,,30.442,9.83
2024-02-27 12:35:42,2766,,0.002,7.47,,-3.32,,7.94,0,,30.328,5.85
2024-02-27 13:05:42,2767,,-0.002,7.47,,-3.2,,7.92,0,,30.289,5.65
2024-02-27 13:35:42,2768,,-0.003,7.46,,-3.23,,7.92,0,,30.313,6.3
2024-02-27 14:05:42,2769,,-0.002,7.45,,-2.9,,7.94,0,,30.479,6.47
2024-02-27 14:35:42,2770,,-0.002,7.44,,-2.92,,8.01,0,,30.694,5.28
2024-02-27 15:05:42,2771,,-0.002,7.45,,-2.91,,8.07,0,,30.774,7.89
2024-02-27 15:35:42,2772,,-0.003,7.45,,-2.83,,8.11,0,,30.793,7.17
2024-02-27 16:05:42,2773,,-0.004,7.47,,-3.38,,8.13,0,,30.725,5.23
2024-02-27 16:35:42,2774,,0,7.48,,-3.4,,8.15,0,,30.691,6.41
2024-02-27 17:05:42,2775,,0.002,7.5,,-2.89,,8.15,0,,30.543,7.2
2024-02-27 17:35:42,2776,,0.004,7.52,,-2.71,,8.17,0,,30.421,6.7
2024-02-27 18:05:42,2777,,0.007,7.53,,-2.93,,8.14,0,,30.243,7.28
2024-02-27 18:35:42,2778,,0.011,7.53,,-2.86,,8.09,0,,30.2,7.18
2024-02-27 19:05:42,2779,,0.017,7.55,,-2.61,,8.06,0,,30.029,7.54
2024-02-27 19:35:42,2780,,0.021,7.53,,-3.21,,8.04,0,,30.21,8.37
2024-02-27 20:05:42,2781,,0.025,7.51,,-2.38,,7.99,0,,30.262,10.65
2024-02-27 20:35:42,2782,,0.025,7.51,,-2.76,,7.98,0,,30.186,9.74
2024-02-27 21:05:42,2783,,0.026,7.55,,-1.94,,8,0,,29.889,15.11
2024-02-27 21:35:42,2784,,0.024,7.55,,-1.98,,7.98,0,,29.858,15.9
2024-02-27 22:05:42,2785,,0.022,7.54,,-1.83,,7.96,0,,29.858,16.52
2024-02-27 22:35:42,2786,,0.021,7.55,,-2.16,,7.96,0,,29.829,15.41
2024-02-27 23:05:42,2787,,0.019,7.53,,-0.65,,7.92,0,,29.764,23.61
2024-02-27 23:35:42,2788,,0.015,7.54,,-0.81,,7.9,0,,29.627,21.36
2024-02-28 00:05:42,2789,,0.014,7.57,,-0.46,,7.91,0,,29.3,22.92
2024-02-28 00:35:42,2790,,0.013,7.55,,0.89,,7.89,0,,29.332,30.06
2024-02-28 01:05:42,2791,,0.012,7.57,,-0.95,,7.9,0,,29.296,19.94
2024-02-28 01:35:42,2792,,0.011,7.58,,-1.69,,7.91,0,,29.26,16.66
2024-02-28 02:05:42,2793,,0.009,7.57,,-0.07,,7.89,0,,29.149,21.78
2024-02-28 02:35:42,2794,,0.009,7.61,,-1.44,,7.9,0,,29.012,17.28
2024-02-28 03:05:42,2795,,0.007,7.61,,-0.26,,7.88,0,,28.929,20.48
2024-02-28 03:35:42,2796,,0.006,7.64,,-1.11,,7.89,0,,28.74,18.25
2024-02-28 04:05:42,2797,,0.008,7.63,,-0.33,,7.87,0,,28.715,19.5
2024-02-28 04:35:42,2798,,0.013,7.65,,-1.03,,7.86,0,,28.655,17.61
2024-02-28 05:05:42,2799,,0.017,7.66,,-1.52,,7.87,0,,28.567,15.91
2024-02-28 05:35:42,2800,,0.022,7.65,,-0.6,,7.85,0,,28.554,19.08
2024-02-28 06:05:42,2801,,0.026,7.69,,-1.45,,7.87,0,,28.355,15.68
2024-02-28 06:35:42,2802,,0.031,7.67,,-1.27,,7.85,0,,28.479,17.29
2024-02-28 07:05:42,2803,,0.032,7.61,,-0.96,,7.83,0,,28.906,17.23
2024-02-28 07:35:42,2804,,0.032,7.65,,-2,,7.82,0,,28.858,13.86
2024-02-28 08:05:42,2805,,0.034,7.63,,-1.73,,7.88,0,,28.91,16.5
2024-02-28 08:35:42,2806,,0.034,7.63,,-1.74,,7.89,0,,29.067,15.67
2024-02-28 09:05:42,2807,,0.035,7.57,,-1,,7.85,0,,29.246,19.01
2024-02-28 09:35:42,2808,,0.043,7.6,,-2.65,,7.87,0,,29.355,11.44
2024-02-28 10:05:42,2809,,0.041,7.55,,1.76,,7.88,0,,29.643,33.28
2024-02-28 10:24:57,2810,3.13,0.066,6.03,84.75,56.36,18.79,7.79,12.68,21.28,29.476,3.41
2024-02-28 10:35:42,2811,3.03,0.071,6.33,88.8,56.47,18.82,7.82,12.35,20.768,29.465,2.97
2024-02-28 10:42:37,2812,3.03,0.071,6.33,88.8,56.47,18.82,7.82,12.35,20.768,29.465,2.97
2024-02-28 10:51:09,2813,3.03,0.071,6.33,88.8,56.47,18.82,7.82,12.35,20.768,,2.97
2024-02-28 11:05:42,2814,3.03,0.071,6.33,88.8,56.47,18.82,7.82,12.35,20.768,,2.97
2024-02-28 11:21:34,2815,3.12,0.073,6.01,84.97,54.54,18.18,7.82,13.82,23.016,29.459,1.89
2024-02-28 11:35:42,2816,3.33,0.073,6.07,86.07,53.43,17.81,7.82,13.63,22.729,29.672,2.26
2024-02-28 12:05:42,2817,2.73,0.078,6.22,88.68,51.84,17.28,7.84,13.52,22.576,30.03,2.07
2024-02-28 12:35:42,2818,2.97,0.077,6.4,91.24,52.33,17.44,7.86,13.04,21.84,30.169,2.43
2024-02-28 13:05:42,2819,2.85,0.073,6.27,89.54,51.52,17.17,7.84,13.64,22.757,30.116,3.5
2024-02-28 13:35:42,2820,6.4,0.073,6.34,90.76,51.62,17.21,7.85,13.64,22.768,30.224,3.22
2024-02-28 14:05:42,2821,3.1,0.071,6.19,88.42,53.1,17.7,7.83,13.3,22.236,30.177,3.15
2024-02-28 14:35:42,2822,4.8,0.069,6.72,95.78,53.59,17.86,7.88,12.46,20.965,30.4,4.1
2024-02-28 15:05:42,2823,6.97,0.065,7.1,100.71,56.19,18.73,7.93,10.89,18.521,30.557,5.03
2024-02-28 15:35:42,2824,8.97,0.064,7.43,104.63,58.46,19.49,7.97,9.5,16.342,30.612,6.24
2024-02-28 16:05:42,2825,13.64,0.064,7.78,108.8,61.17,20.39,8.04,8.26,14.37,30.616,6.72
2024-02-28 16:35:42,2826,22.27,0.066,8.2,114.25,62.18,20.73,8.11,7.6,13.297,30.591,7.27
2024-02-28 17:05:42,2827,26.77,0.068,8.33,115.81,62.66,20.89,8.13,7.53,13.184,30.506,6.81
2024-02-28 17:35:42,2828,32.06,0.069,8.31,115.16,63.29,21.1,8.12,7.32,12.848,30.394,7.5
2024-02-28 18:05:42,2829,21.78,0.071,8.25,113.7,64.08,21.36,8.13,7.07,12.437,30.109,8.45
2024-02-28 18:35:42,2830,20.19,0.072,8.15,112.28,64.74,21.58,8.11,7.09,12.469,30.074,7.53
