,Timestamp,EXO ChlugL,EXO Depthm,EXO DOmgL,EXO DOPerSat,EXO pH,EXO Salpsu,EXO SpCondmScm,EXO TempC,EXO TurbNTU
2379,2025/1/11 1:30,3.91,0.298,3.32,47.24,7.44,14.9,24.658,29.516,4.39
2380,2025/1/11 1:40,3.84,0.299,3.32,47.17,7.43,14.53,24.09,29.526,4.39
2381,2025/1/11 1:50,4.09,0.3,3.33,47.29,7.43,14.46,23.988,29.52,4.57
2382,2025/1/11 2:00,4.23,0.299,3.33,47.19,7.42,14.1,23.444,29.539,4.85
2383,2025/1/11 2:10,4.19,0.3,3.36,47.52,7.42,13.78,22.954,29.542,4.92
2384,2025/1/11 2:20,4.15,0.298,3.39,47.84,7.41,13.35,22.296,29.536,4.88
2385,2025/1/11 2:30,4.28,0.298,3.38,47.67,7.41,13.09,21.905,29.542,5.03
2386,2025/1/11 2:40,4.33,0.296,3.37,47.43,7.4,12.82,21.495,29.572,5.18
2387,2025/1/11 2:50,4.53,0.295,3.41,47.91,7.39,12.3,20.697,29.552,5.4
2388,2025/1/11 3:00,4.33,0.296,3.44,48.28,7.39,12.15,20.451,29.543,5.46
2389,2025/1/11 3:10,4.36,0.296,3.51,49.1,7.38,11.34,19.21,29.56,5.5
2390,2025/1/11 3:20,4.38,0.297,3.5,48.87,7.38,11.06,18.775,29.584,5.61
2391,2025/1/11 3:30,4.77,0.299,3.53,49.16,7.38,10.81,18.371,29.567,6.0
2392,2025/1/11 3:40,4.96,0.299,3.51,48.9,7.37,10.56,17.99,29.601,5.79
2393,2025/1/11 3:50,4.87,0.298,3.51,48.86,7.37,10.54,17.95,29.602,6.06
2394,2025/1/11 4:00,4.85,0.298,3.55,49.3,7.37,10.22,17.453,29.593,6.22
2395,2025/1/11 4:10,4.87,0.297,3.58,49.74,7.37,10.21,17.437,29.545,6.37
2396,2025/1/11 4:20,5.03,0.299,3.48,48.39,7.36,10.57,18.005,29.537,5.98
2397,2025/1/11 4:30,5.23,0.295,3.32,46.46,7.37,11.64,19.668,29.528,5.08
2398,2025/1/11 4:40,5.38,0.293,3.29,46.49,7.4,13.53,22.573,29.486,4.97
2399,2025/1/11 4:50,5.11,0.288,3.36,47.31,7.4,13.08,21.892,29.499,4.82
2400,2025/1/11 5:00,4.84,0.29,3.51,49.14,7.4,11.97,20.185,29.453,5.12
2401,2025/1/11 5:10,4.65,0.292,3.45,48.43,7.4,12.71,21.313,29.426,4.49
2402,2025/1/11 5:20,4.37,0.295,3.7,51.67,7.43,12.47,20.948,29.09,4.61
2403,2025/1/11 5:30,4.26,0.296,3.74,52.45,7.46,14.04,23.337,28.862,4.51
2404,2025/1/11 5:40,4.69,0.299,3.5,50.29,7.53,18.18,29.536,28.911,6.48
2405,2025/1/11 5:50,4.79,0.305,3.54,51.3,7.58,19.92,32.087,28.934,6.28
2406,2025/1/11 6:00,4.58,0.318,3.61,52.71,7.62,20.84,33.434,29.107,4.78
2407,2025/1/11 6:10,4.52,0.313,3.57,52.53,7.64,21.63,34.579,29.201,6.02
2408,2025/1/11 6:20,4.2,0.31,3.56,52.73,7.68,22.58,35.955,29.279,11.6
2409,2025/1/11 6:30,4.31,0.314,3.65,54.06,7.7,22.95,36.479,29.206,8.95
2410,2025/1/11 6:40,4.37,0.311,3.81,56.45,7.72,23.36,37.059,29.125,11.92
2411,2025/1/11 6:50,4.25,0.317,4.11,60.8,7.76,23.83,37.72,28.9,8.85
2412,2025/1/11 7:00,4.3,0.316,4.32,64.15,7.8,24.68,38.937,28.749,11.05
2413,2025/1/11 7:10,3.85,0.316,4.52,67.33,7.84,25.53,40.138,28.652,9.98
2414,2025/1/11 7:20,4.13,0.317,4.72,70.63,7.9,26.52,41.521,28.603,9.03
2415,2025/1/11 7:30,4.06,0.314,4.9,73.92,7.97,27.87,43.415,28.632,21.52
2416,2025/1/11 7:40,4.15,0.313,5.15,78.66,8.07,29.91,46.261,28.719,20.17
2417,2025/1/11 7:50,4.44,0.319,5.36,82.91,8.15,31.89,48.977,28.822,27.37
2418,2025/1/11 8:00,4.65,0.319,5.43,84.29,8.18,32.44,49.738,28.852,37.15
2419,2025/1/11 8:10,4.16,0.322,5.5,85.56,8.2,32.89,50.348,28.884,33.53
2420,2025/1/11 8:20,3.94,0.324,5.57,86.96,8.22,33.17,50.744,28.984,31.95
2421,2025/1/11 8:30,4.03,0.326,5.62,87.99,8.24,33.5,51.189,29.02,29.51
2422,2025/1/11 8:40,3.94,0.325,5.66,88.85,8.25,33.69,51.442,29.085,27.41
2423,2025/1/11 8:50,4.06,0.322,5.67,88.94,8.25,33.75,51.528,29.039,29.04
2424,2025/1/11 9:00,3.7,0.321,5.71,89.6,8.26,33.78,51.572,29.092,21.2
2425,2025/1/11 9:10,3.48,0.316,5.73,89.91,8.28,33.81,51.61,29.11,15.13
2426,2025/1/11 9:20,3.55,0.319,5.76,90.51,8.27,33.87,51.692,29.144,22.62
2427,2025/1/11 9:30,3.32,0.317,5.76,90.6,8.27,33.85,51.67,29.176,13.25
2428,2025/1/11 9:40,3.24,0.312,5.77,90.82,8.27,33.9,51.742,29.187,11.95
2429,2025/1/11 9:50,2.35,0.311,5.79,91.04,8.28,33.89,51.727,29.205,10.09
2430,2025/1/11 10:00,2.59,0.307,5.81,91.47,8.28,33.94,51.791,29.238,16.18
2431,2025/1/11 10:10,2.77,0.301,5.81,91.62,8.29,33.88,51.722,29.301,8.95
2432,2025/1/11 10:20,2.29,0.299,5.86,92.32,8.29,33.92,51.767,29.309,9.41
2433,2025/1/11 10:30,2.06,0.3,5.88,92.85,8.29,33.92,51.779,29.41,8.19
2434,2025/1/11 10:40,2.68,0.306,5.79,91.43,8.28,33.86,51.698,29.43,9.13
2435,2025/1/11 10:50,2.69,0.314,5.71,89.96,8.27,33.75,51.543,29.352,8.63
2436,2025/1/11 11:00,3.06,0.309,5.52,86.87,8.24,33.7,51.467,29.248,18.46
2437,2025/1/11 11:10,3.2,0.316,5.52,86.83,8.23,33.37,51.029,29.361,15.13
2438,2025/1/11 11:20,3.92,0.312,5.3,82.9,8.19,32.99,50.502,29.186,24.04
2439,2025/1/11 11:30,4.2,0.311,5.19,81.04,8.16,32.56,49.917,29.147,32.17
2440,2025/1/11 11:40,3.89,0.312,4.97,77.18,8.1,31.45,48.392,29.181,28.21
2441,2025/1/11 11:50,4.28,0.32,4.8,73.98,8.04,30.31,46.825,29.223,28.23
2442,2025/1/11 11:50,4.28,0.32,4.8,73.98,8.04,30.31,46.825,29.223,28.23
2443,2025/1/11 12:00,4.47,0.324,4.88,75.35,8.05,30.55,47.16,29.2,32.92
2444,2025/1/11 12:10,4.44,0.318,4.86,74.91,8.03,30.29,46.8,29.208,31.36
2445,2025/1/11 12:20,4.61,0.32,4.81,74.06,7.99,29.6,45.855,29.317,31.62
2446,2025/1/11 12:30,4.48,0.315,4.77,73.36,7.98,29.35,45.502,29.322,31.09
2447,2025/1/11 12:40,4.76,0.313,4.65,71.12,7.93,28.46,44.271,29.309,31.9
2448,2025/1/11 12:50,4.6,0.312,4.47,67.9,7.85,27.01,42.243,29.333,28.47
2449,2025/1/11 13:00,4.85,0.311,4.35,65.74,7.79,26.05,40.887,29.382,30.11
2450,2025/1/11 13:10,4.9,0.305,4.33,65.43,7.77,25.54,40.177,29.489,29.12
2451,2025/1/11 13:20,4.85,0.299,4.28,64.35,7.73,24.55,38.773,29.606,18.26
2452,2025/1/11 13:30,4.81,0.295,4.38,65.87,7.73,24.57,38.805,29.664,19.45
2453,2025/1/11 13:40,4.95,0.287,4.42,66.65,7.73,24.39,38.565,29.78,18.67
2454,2025/1/11 13:50,5.09,0.284,4.46,67.2,7.72,24.29,38.419,29.853,23.37
2455,2025/1/11 14:00,5.08,0.282,4.44,67.02,7.71,24.05,38.076,29.928,19.01
2456,2025/1/11 14:10,5.03,0.282,4.41,66.36,7.7,23.65,37.501,29.909,15.47
2457,2025/1/11 14:20,4.95,0.279,4.34,65.3,7.66,23.25,36.935,30.032,18.85
2458,2025/1/11 14:30,5.08,0.278,4.32,64.73,7.66,22.95,36.503,29.971,13.56
2459,2025/1/11 14:40,4.82,0.274,4.32,64.66,7.66,22.58,35.976,29.962,8.45
2460,2025/1/11 14:50,5.03,0.273,4.35,65.05,7.65,22.17,35.39,30.026,5.4
2461,2025/1/11 15:00,4.88,0.272,4.3,64.18,7.63,21.75,34.778,30.009,5.31
2462,2025/1/11 15:10,5.26,0.27,4.29,63.95,7.61,21.33,34.173,30.077,5.02
2463,2025/1/11 15:20,5.04,0.271,4.27,63.59,7.6,21.0,33.696,30.117,4.76
2464,2025/1/11 15:30,5.13,0.268,4.27,63.43,7.59,20.71,33.283,30.173,4.6
2465,2025/1/11 15:40,5.33,0.268,4.28,63.53,7.59,20.42,32.852,30.188,4.56
2466,2025/1/11 15:50,5.48,0.265,4.27,63.32,7.58,20.2,32.533,30.216,4.38
2467,2025/1/11 16:00,5.32,0.261,4.28,63.41,7.57,20.0,32.25,30.267,4.42
2468,2025/1/11 16:10,5.41,0.261,4.27,63.32,7.56,19.8,31.964,30.304,4.35
2469,2025/1/11 16:20,5.48,0.259,4.28,63.42,7.56,19.71,31.824,30.31,4.46
2470,2025/1/11 16:30,4.77,0.257,4.32,64.02,7.56,19.56,31.603,30.342,4.25
2471,2025/1/11 16:40,5.82,0.256,4.32,64.07,7.55,19.54,31.579,30.354,4.32
2472,2025/1/11 16:50,5.96,0.256,4.38,64.95,7.56,19.55,31.59,30.368,4.68
2473,2025/1/11 17:00,6.23,0.254,4.44,65.82,7.56,19.59,31.648,30.373,4.34
2474,2025/1/11 17:10,6.35,0.256,4.49,66.51,7.57,19.55,31.598,30.39,4.22
2475,2025/1/11 17:20,6.33,0.255,4.53,67.23,7.57,19.62,31.698,30.391,4.29
2476,2025/1/11 17:30,6.49,0.254,4.54,67.39,7.58,19.85,32.031,30.362,4.37
2477,2025/1/11 17:40,7.03,0.257,4.59,68.16,7.58,20.09,32.375,30.333,4.34
2478,2025/1/11 17:50,8.01,0.26,4.61,68.43,7.59,20.15,32.462,30.317,3.99
2479,2025/1/11 18:00,7.08,0.265,4.69,69.65,7.6,20.27,32.637,30.296,4.05
2480,2025/1/11 18:10,7.51,0.267,4.75,70.63,7.61,20.4,32.827,30.264,3.97
2481,2025/1/11 18:20,7.06,0.266,4.8,71.59,7.63,20.92,33.584,30.257,3.62
2483,2025/1/11 18:40,6.86,0.266,4.84,72.32,7.64,21.19,33.985,30.3,3.56
2484,2025/1/11 18:50,6.88,0.267,4.84,72.47,7.66,21.54,34.482,30.326,3.61
2485,2025/1/11 19:00,7.75,0.268,4.98,74.78,7.69,22.2,35.446,30.313,3.42
2486,2025/1/11 19:10,8.32,0.262,4.9,73.49,7.68,22.03,35.194,30.248,3.37
2487,2025/1/11 19:20,7.01,0.26,4.88,73.56,7.71,23.2,36.877,30.21,3.66
2488,2025/1/11 19:30,7.06,0.267,4.87,73.61,7.73,23.9,37.872,30.188,3.87
2489,2025/1/11 19:40,4.43,0.267,4.18,63.33,7.7,24.67,38.966,30.085,4.0
2490,2025/1/11 19:50,4.31,0.273,4.26,64.6,7.71,24.91,39.309,30.019,4.52
2491,2025/1/11 20:00,4.67,0.277,4.47,67.84,7.73,24.92,39.325,29.984,4.34
2492,2025/1/11 20:10,5.19,0.274,4.55,68.73,7.72,24.62,38.895,29.903,3.87
2493,2025/1/11 20:20,5.95,0.276,4.91,73.74,7.73,23.35,37.072,29.9,3.42
2494,2025/1/11 20:30,5.54,0.274,4.72,71.09,7.72,23.97,37.965,29.943,3.59
2495,2025/1/11 20:40,5.79,0.273,4.72,71.07,7.72,23.75,37.65,29.904,3.41
2496,2025/1/11 20:50,5.36,0.276,4.8,72.16,7.72,23.53,37.329,29.882,3.25
2497,2025/1/11 21:00,5.11,0.281,4.93,73.87,7.72,23.16,36.807,29.83,3.04
2498,2025/1/11 21:10,4.91,0.283,5.0,74.8,7.73,22.87,36.383,29.811,2.91
2499,2025/1/11 21:20,4.9,0.288,4.81,72.25,7.72,23.43,37.189,29.963,3.22
2500,2025/1/11 21:30,5.43,0.284,4.68,70.43,7.72,23.51,37.314,29.958,3.15
2501,2025/1/11 21:40,5.09,0.287,4.56,68.65,7.72,23.67,37.54,29.936,3.19
2502,2025/1/11 21:50,4.97,0.285,4.45,67.02,7.71,23.54,37.349,29.981,3.1
2503,2025/1/11 22:00,4.97,0.287,4.37,65.51,7.68,22.81,36.302,30.023,3.56
2504,2025/1/11 22:10,4.87,0.286,4.49,67.25,7.69,22.93,36.48,29.913,3.45
2505,2025/1/11 22:20,5.02,0.284,4.44,66.37,7.68,22.51,35.866,29.914,3.48
2506,2025/1/11 22:30,4.97,0.288,4.22,63.12,7.65,22.25,35.504,29.994,3.24
2507,2025/1/11 22:40,4.52,0.282,4.02,60.0,7.62,21.82,34.874,29.983,3.89
2508,2025/1/11 22:50,4.56,0.281,3.92,58.57,7.62,22.18,35.398,30.023,3.58
2509,2025/1/11 23:00,4.05,0.278,3.94,58.56,7.61,21.65,34.634,29.859,3.45
2510,2025/1/11 23:10,4.08,0.276,3.88,57.88,7.61,21.92,35.023,29.977,3.32
2511,2025/1/11 23:20,4.01,0.277,3.86,57.6,7.6,21.9,35.003,29.979,3.16
2512,2025/1/11 23:30,4.11,0.278,3.82,56.91,7.6,21.67,34.661,29.961,3.21
2513,2025/1/11 23:40,3.93,0.277,3.86,57.07,7.58,21.0,33.684,29.806,3.58
2514,2025/1/11 23:50,3.97,0.278,3.73,55.33,7.58,20.93,33.595,29.918,3.6
2515,2025/1/12 0:00,3.94,0.276,3.67,54.27,7.56,20.71,33.267,29.895,3.62
2516,2025/1/12 0:10,3.9,0.274,3.59,53.11,7.55,20.62,33.143,29.918,3.75
2517,2025/1/12 0:20,4.1,0.274,3.58,52.78,7.54,20.23,32.564,29.864,3.85
2518,2025/1/12 0:30,3.7,0.272,3.53,51.97,7.53,19.9,32.085,29.893,3.69
2519,2025/1/12 0:40,3.79,0.269,3.49,51.39,7.51,19.57,31.603,29.911,3.77
2520,2025/1/12 0:50,3.86,0.269,3.47,50.99,7.5,19.34,31.266,29.93,3.84
2521,2025/1/12 1:00,3.97,0.267,3.49,51.12,7.5,18.9,30.625,29.931,4.07
2522,2025/1/12 1:10,3.89,0.265,3.48,50.94,7.49,18.61,30.192,29.937,4.01
2523,2025/1/12 1:20,3.99,0.263,3.46,50.66,7.48,18.33,29.781,29.96,4.02
2524,2025/1/12 1:30,4.04,0.263,3.47,50.68,7.47,17.93,29.195,29.97,4.05
2525,2025/1/12 1:40,4.19,0.26,3.47,50.49,7.47,17.6,28.701,29.97,4.09
2526,2025/1/12 1:50,4.14,0.256,3.46,50.3,7.46,17.27,28.216,29.967,4.09
2527,2025/1/12 2:00,4.12,0.258,3.46,50.3,7.45,17.0,27.819,29.973,4.11
2528,2025/1/12 2:10,4.1,0.256,3.48,50.35,7.45,16.55,27.138,29.952,3.94
2529,2025/1/12 2:20,4.3,0.253,3.46,50.07,7.44,16.34,26.825,29.963,4.09
2530,2025/1/12 2:30,4.17,0.253,3.48,50.2,7.44,16.14,26.525,29.954,4.16
2531,2025/1/12 2:40,4.18,0.253,3.51,50.54,7.44,15.79,26.009,29.938,4.13
2532,2025/1/12 2:50,4.23,0.254,3.54,50.9,7.43,15.3,25.266,29.928,4.24
2533,2025/1/12 3:00,4.3,0.255,3.56,51.13,7.43,15.0,24.821,29.918,4.36
2534,2025/1/12 3:10,4.46,0.254,3.59,51.4,7.43,14.75,24.441,29.892,4.33
2535,2025/1/12 3:20,4.47,0.254,3.62,51.67,7.42,14.39,23.89,29.896,4.63
2536,2025/1/12 3:30,4.56,0.254,3.65,51.98,7.42,13.93,23.194,29.887,4.78
2537,2025/1/12 3:40,4.53,0.253,3.71,52.67,7.42,13.35,22.302,29.849,4.63
2538,2025/1/12 3:50,4.7,0.252,3.72,52.62,7.41,12.83,21.513,29.853,4.91
2539,2025/1/12 4:00,4.85,0.253,3.73,52.72,7.41,12.64,21.219,29.856,5.1
2540,2025/1/12 4:10,4.9,0.254,3.71,52.44,7.4,12.3,20.704,29.861,5.13
2541,2025/1/12 4:20,5.03,0.254,3.71,52.39,7.4,12.29,20.686,29.873,5.24
2542,2025/1/12 4:30,5.14,0.254,3.72,52.55,7.4,12.59,21.138,29.846,5.2
2543,2025/1/12 4:40,5.19,0.255,3.78,53.07,7.4,11.4,19.309,29.819,5.4
2544,2025/1/12 4:50,5.29,0.254,3.78,52.95,7.39,11.18,18.965,29.77,5.45
2545,2025/1/12 5:00,5.43,0.255,3.79,53.11,7.39,11.37,19.249,29.778,5.55
2546,2025/1/12 5:10,5.97,0.255,3.48,49.9,7.41,15.17,25.072,29.862,4.49
2547,2025/1/12 5:20,5.13,0.258,3.46,49.68,7.42,15.26,25.202,29.882,4.07
2548,2025/1/12 5:30,5.41,0.258,3.61,51.4,7.42,14.02,23.33,29.826,4.49
2549,2025/1/12 5:40,5.11,0.26,3.86,54.31,7.43,12.74,21.371,29.497,4.84
2550,2025/1/12 5:50,4.74,0.266,3.75,53.17,7.43,14.14,23.502,29.585,4.37
2551,2025/1/12 6:00,4.49,0.267,3.91,55.18,7.46,13.86,23.07,29.366,4.08
2552,2025/1/12 6:10,4.49,0.269,3.75,53.88,7.48,16.97,27.747,29.298,3.8
2553,2025/1/12 6:20,4.7,0.27,3.8,54.71,7.52,17.87,29.078,29.173,4.0
2554,2025/1/12 6:30,4.35,0.276,3.53,52.03,7.56,21.28,34.083,29.443,5.52
2555,2025/1/12 6:40,4.54,0.287,3.62,53.64,7.6,21.89,34.963,29.631,4.86
2556,2025/1/12 6:50,4.39,0.282,3.62,53.95,7.62,22.67,36.087,29.628,7.8
2557,2025/1/12 7:00,3.95,0.285,3.57,53.48,7.64,23.65,37.503,29.687,9.81
2558,2025/1/12 7:10,4.18,0.29,3.64,54.62,7.67,24.13,38.177,29.612,11.32
2559,2025/1/12 7:20,4.7,0.286,3.8,57.05,7.7,24.7,38.991,29.51,31.47
2560,2025/1/12 7:30,4.63,0.289,4.01,60.31,7.74,25.54,40.175,29.31,39.97
2561,2025/1/12 7:40,4.76,0.287,4.23,63.9,7.79,26.56,41.61,29.156,44.9
2562,2025/1/12 7:50,4.27,0.29,4.51,68.46,7.85,27.83,43.384,29.043,28.88
2563,2025/1/12 8:00,4.61,0.286,4.81,73.64,7.94,29.36,45.513,29.071,35.23
2564,2025/1/12 8:10,4.69,0.29,5.08,77.76,8.02,26.27,41.186,29.097,41.79
2565,2025/1/12 8:20,5.12,0.288,5.09,79.16,8.06,31.75,48.803,29.198,63.88
2566,2025/1/12 8:30,4.68,0.296,5.13,80.06,8.08,32.32,49.593,29.276,46.74
2568,2025/1/12 8:50,5.2,0.297,5.18,81.19,8.11,32.8,50.243,29.332,63.55
2569,2025/1/12 9:00,5.59,0.301,5.18,81.33,8.12,33.06,50.605,29.312,69.9
2570,2025/1/12 9:10,5.56,0.295,5.2,81.63,8.13,33.24,50.846,29.344,82.98
2571,2025/1/12 9:20,5.31,0.293,5.23,82.36,8.15,33.41,51.08,29.41,77.5
2572,2025/1/12 9:30,4.99,0.289,5.24,82.51,8.15,33.48,51.181,29.43,61.26
2573,2025/1/12 9:40,4.62,0.291,5.28,83.35,8.17,33.56,51.29,29.496,41.69
2574,2025/1/12 9:50,4.76,0.288,5.32,84.1,8.18,33.66,51.434,29.553,52.67
2575,2025/1/12 10:00,4.87,0.287,5.31,83.98,8.18,33.7,51.48,29.549,49.25
2576,2025/1/12 10:10,4.42,0.287,5.36,84.92,8.19,33.77,51.585,29.629,37.47
2577,2025/1/12 10:20,4.07,0.283,5.4,85.6,8.19,33.72,51.515,29.712,26.51
2578,2025/1/12 10:30,3.84,0.278,5.43,86.11,8.19,33.79,51.608,29.761,24.99
2579,2025/1/12 10:40,3.22,0.275,5.45,86.51,8.2,33.85,51.7,29.796,17.76
2580,2025/1/12 10:50,3.81,0.27,5.43,86.22,8.2,33.8,51.628,29.776,25.21
2581,2025/1/12 11:00,3.6,0.267,5.48,87.08,8.2,33.81,51.65,29.858,17.42
2582,2025/1/12 11:10,3.1,0.269,5.53,88.07,8.2,33.81,51.647,29.991,14.61
2583,2025/1/12 11:20,3.46,0.274,5.5,87.62,8.2,33.8,51.633,29.968,15.56
2584,2025/1/12 11:30,3.39,0.284,5.47,87.21,8.19,33.8,51.641,30.012,17.09
2585,2025/1/12 11:40,3.92,0.288,5.31,84.36,8.17,33.6,51.365,29.948,26.07
2586,2025/1/12 11:50,4.57,0.278,5.13,81.3,8.14,33.44,51.143,29.759,39.01
2587,2025/1/12 11:50,4.57,0.278,5.13,81.3,8.14,33.44,51.143,29.759,39.01
2588,2025/1/12 12:00,4.59,0.272,5.0,79.02,8.1,33.07,50.634,29.75,43.29
2589,2025/1/12 12:10,4.83,0.274,4.94,77.93,8.07,32.78,50.245,29.753,40.98
2590,2025/1/12 12:20,4.63,0.272,4.85,76.36,8.04,32.29,49.574,29.798,38.17
2591,2025/1/12 12:30,4.81,0.277,4.84,76.24,8.03,32.1,49.313,29.857,42.28
2592,2025/1/12 12:40,4.42,0.274,4.76,74.86,7.99,31.44,48.417,29.992,37.47
2593,2025/1/12 12:50,4.74,0.276,4.74,74.51,7.98,31.4,48.364,30.017,37.26
2594,2025/1/12 13:00,4.86,0.283,4.8,75.54,7.97,31.13,47.997,30.15,35.81
2595,2025/1/12 13:10,4.93,0.28,4.78,75.29,7.95,30.94,47.747,30.232,37.23
2596,2025/1/12 13:20,4.88,0.278,4.71,73.94,7.91,30.26,46.806,30.281,37.08
2597,2025/1/12 13:30,4.91,0.276,4.62,72.23,7.85,29.45,45.69,30.333,35.08
2598,2025/1/12 13:40,4.92,0.275,4.56,71.07,7.82,28.61,44.52,30.45,33.65
2599,2025/1/12 13:50,5.18,0.273,4.55,70.77,7.79,27.97,43.631,30.503,37.2
2600,2025/1/12 14:00,5.32,0.27,4.45,69.04,7.74,26.95,42.213,30.626,35.95
2601,2025/1/12 14:10,5.06,0.267,4.48,69.37,7.73,26.51,41.595,30.727,32.21
2602,2025/1/12 14:20,5.36,0.264,4.51,69.91,7.71,26.06,40.969,30.893,26.71
2603,2025/1/12 14:30,5.19,0.262,4.56,70.66,7.71,25.74,40.524,31.067,23.58
2604,2025/1/12 14:40,5.1,0.258,4.63,71.96,7.73,25.96,40.831,31.108,23.6
2605,2025/1/12 14:50,5.17,0.254,4.66,72.51,7.72,25.8,40.624,31.307,26.2
2606,2025/1/12 15:00,5.1,0.247,4.61,71.62,7.71,25.64,40.391,31.203,23.23
2607,2025/1/12 15:10,5.2,0.248,4.57,70.62,7.7,25.03,39.513,31.073,10.06
2608,2025/1/12 15:20,4.94,0.246,4.54,70.05,7.69,24.91,39.353,31.109,14.5
2609,2025/1/12 15:30,5.12,0.246,4.52,69.65,7.68,24.63,38.946,31.069,10.31
2610,2025/1/12 15:40,4.91,0.243,4.49,69.1,7.67,24.31,38.494,31.06,8.53
2611,2025/1/12 15:50,4.96,0.24,4.46,68.36,7.67,23.94,37.959,31.021,8.5
2612,2025/1/12 16:00,4.89,0.238,4.45,68.14,7.65,23.51,37.348,31.066,7.12
2613,2025/1/12 16:10,5.01,0.239,4.42,67.56,7.63,23.17,36.862,31.079,6.65
2614,2025/1/12 16:20,5.07,0.239,4.43,67.63,7.62,22.86,36.419,31.118,6.4
2615,2025/1/12 16:30,5.12,0.238,4.43,67.5,7.62,22.55,35.983,31.131,6.09
2616,2025/1/12 16:40,5.22,0.228,4.41,67.14,7.6,22.27,35.58,31.168,5.87
2617,2025/1/12 16:50,5.04,0.231,4.41,67.13,7.59,22.05,35.253,31.222,5.93
2618,2025/1/12 17:00,5.3,0.233,4.43,67.39,7.59,21.73,34.794,31.254,5.79
2619,2025/1/12 17:10,5.22,0.232,4.4,66.96,7.58,21.6,34.608,31.274,5.69
2620,2025/1/12 17:20,5.68,0.233,4.45,67.64,7.57,21.34,34.24,31.292,5.39
2621,2025/1/12 17:30,5.6,0.232,4.41,66.88,7.57,21.31,34.192,31.257,5.34
2622,2025/1/12 17:40,5.59,0.23,4.41,66.81,7.56,21.2,34.031,31.23,5.29
2623,2025/1/12 17:50,5.63,0.231,4.43,67.16,7.57,21.15,33.955,31.208,6.16
2624,2025/1/12 18:00,5.71,0.234,4.42,66.93,7.56,21.15,33.95,31.195,5.56
2625,2025/1/12 18:10,5.55,0.234,4.44,67.26,7.56,21.1,33.886,31.175,5.33
2626,2025/1/12 18:20,5.71,0.235,4.48,67.92,7.56,21.27,34.124,31.152,5.41
2627,2025/1/12 18:30,5.73,0.234,4.51,68.45,7.56,21.47,34.412,31.14,5.79
2628,2025/1/12 18:40,5.95,0.232,4.54,68.85,7.58,21.6,34.61,31.117,5.35
2629,2025/1/12 18:50,6.03,0.23,4.62,70.03,7.59,21.69,34.729,31.059,5.2
2630,2025/1/12 19:00,7.09,0.227,4.61,70.3,7.61,22.51,35.917,31.106,5.33
2631,2025/1/12 19:10,6.74,0.228,4.68,71.39,7.63,22.82,36.368,31.085,4.9
2632,2025/1/12 19:20,7.01,0.23,4.72,72.05,7.64,22.94,36.536,31.044,4.88
2633,2025/1/12 19:30,6.22,0.234,4.66,71.18,7.65,23.38,37.168,30.984,5.06
2634,2025/1/12 19:40,5.52,0.238,4.66,71.65,7.68,24.61,38.92,30.973,5.33
2635,2025/1/12 19:50,4.9,0.233,4.54,70.13,7.7,25.18,39.731,30.987,5.43
2636,2025/1/12 20:00,4.17,0.232,4.22,65.4,7.68,25.77,40.562,31.037,5.56
2637,2025/1/12 20:10,4.12,0.238,4.24,65.87,7.69,26.02,40.92,31.053,5.91
2638,2025/1/12 20:20,3.98,0.245,4.29,66.68,7.69,26.21,41.193,31.055,5.27
2639,2025/1/12 20:30,4.14,0.249,4.29,66.69,7.7,26.34,41.371,31.022,5.32
2640,2025/1/12 20:40,3.96,0.248,4.31,67.04,7.7,26.42,41.478,30.988,4.41
2641,2025/1/12 20:50,4.13,0.254,4.32,67.03,7.7,26.31,41.32,30.942,4.33
2642,2025/1/12 21:00,4.0,0.26,4.32,67.06,7.7,26.39,41.438,30.95,4.52
2643,2025/1/12 21:10,4.22,0.266,4.37,67.9,7.7,26.34,41.365,30.934,4.41
2644,2025/1/12 21:20,3.9,0.279,4.47,69.4,7.72,26.4,41.447,30.88,4.68
2645,2025/1/12 21:30,3.98,0.277,4.8,73.85,7.74,25.88,40.708,30.59,4.45
2646,2025/1/12 21:40,4.26,0.264,4.62,71.43,7.73,26.03,40.92,30.741,4.62
2647,2025/1/12 21:50,4.19,0.272,4.5,69.61,7.73,26.02,40.919,30.898,4.53
2648,2025/1/12 22:00,4.34,0.272,4.62,71.0,7.72,25.2,39.738,30.642,5.58
2649,2025/1/12 22:10,4.59,0.275,4.53,69.51,7.71,24.92,39.347,30.723,5.52
2650,2025/1/12 22:20,5.05,0.277,4.53,69.46,7.7,24.8,39.176,30.666,6.0
2651,2025/1/12 22:30,4.35,0.281,4.43,67.77,7.69,24.63,38.928,30.67,5.52
2652,2025/1/12 22:40,4.15,0.279,4.34,66.15,7.67,24.09,38.161,30.631,4.95
2653,2025/1/12 22:50,4.32,0.281,4.21,64.49,7.66,24.38,38.578,30.709,4.77
2654,2025/1/12 23:00,4.04,0.276,4.29,65.48,7.65,24.05,38.102,30.612,4.98
2655,2025/1/12 23:10,3.84,0.276,4.15,63.24,7.64,23.81,37.772,30.705,5.0
2656,2025/1/12 23:20,3.8,0.276,4.11,62.41,7.62,23.25,36.968,30.622,5.53
2657,2025/1/12 23:30,3.67,0.272,4.03,61.38,7.61,23.5,37.319,30.766,4.26
2658,2025/1/12 23:40,3.73,0.271,4.05,61.63,7.61,23.33,37.079,30.696,4.69
