,Location,SURVEY_DATE,Time_HHMMSS,Depth_m,Chlorophyll-a (ug/L),Dissolved Oxygen concentration (mg/L),Dissolved Oxygen % saturation (%),pH (Unit),Salinity (PSU),Specific Conductance at 25 deg C (mS/cm),Temperature (deg C),Turbidity (NTU)
315,2,16/04/1996,94000,0.2,,5.8,85.1,7.89,32.5,49.6,25.8,3.0
316,2,16/04/1996,94000,2.0,,5.6,82.2,7.9,33.0,50.4,25.6,8.0
317,2,16/04/1996,94000,4.0,,5.5,81.7,7.9,33.1,50.5,25.6,6.0
318,2,16/04/1996,94000,5.0,,5.5,81.7,7.9,33.1,50.5,25.6,9.0
319,2,14/05/1996,75600,0.2,9.0,5.8,70.0,6.83,6.22,11.0,22.95,13.0
320,2,14/05/1996,75600,2.0,,5.8,70.2,6.86,6.59,11.6,23.05,16.0
321,2,14/05/1996,75600,4.0,,5.8,70.9,6.88,7.04,12.3,23.01,18.0
322,2,14/05/1996,75600,5.0,,5.8,70.6,6.91,7.23,12.6,23.01,16.0
324,2,2/07/1996,92600,0.2,,6.5,77.7,8.03,25.5,39.9,16.9,19.0
325,2,2/07/1996,92600,2.0,,6.5,78.5,8.04,25.5,40.0,16.9,14.0
326,2,2/07/1996,92600,4.0,,6.5,78.3,8.06,25.7,40.2,16.8,26.0
327,2,30/07/1996,91600,0.2,2.3,6.5,81.1,7.92,28.7,44.4,17.7,10.0
328,2,30/07/1996,91600,2.0,,6.6,82.0,7.96,29.0,44.9,17.6,13.0
329,2,30/07/1996,91600,4.0,,6.6,82.6,8.01,29.7,45.8,17.6,12.0
335,2,15/10/1996,101200,0.2,,6.2,82.5,7.67,26.0,40.7,22.4,10.0
336,2,15/10/1996,101200,2.0,,6.3,84.2,7.73,26.9,41.9,22.2,15.0
337,2,15/10/1996,101200,4.0,,6.3,84.2,7.76,27.2,42.4,22.2,41.0
338,2,15/10/1996,101200,5.5,,6.2,83.1,7.77,27.2,42.3,22.2,34.0
339,2,26/11/1996,93200,0.2,2.7,5.4,81.3,7.87,34.8,52.7,25.8,14.0
340,2,26/11/1996,93200,2.0,,5.4,80.7,7.9,34.8,52.8,25.8,14.0
341,2,26/11/1996,93200,4.0,,5.4,80.6,7.91,34.8,52.8,25.8,15.0
342,2,26/11/1996,93200,6.0,,5.3,79.6,7.92,34.8,52.7,25.8,33.0
344,2,7/01/1997,81400,0.2,,5.6,82.2,7.84,33.3,50.7,24.9,5.0
345,2,7/01/1997,81400,2.0,,5.6,81.2,7.88,33.8,51.5,24.5,7.0
346,2,7/01/1997,81400,4.0,,5.6,81.1,7.9,34.0,51.7,24.4,8.0
347,2,7/01/1997,81400,5.5,,5.5,80.4,7.94,34.1,51.8,24.4,12.0
349,2,4/02/1997,84900,0.2,,5.4,83.8,7.89,33.8,51.5,27.9,4.0
350,2,4/02/1997,84900,2.0,,5.3,81.7,7.88,34.3,52.2,27.7,6.0
351,2,4/02/1997,84900,4.0,,5.0,77.3,7.88,35.2,53.3,27.3,7.0
352,2,4/02/1997,84900,5.0,,5.0,76.3,7.88,35.4,53.5,27.2,11.0
354,2,11/03/1997,95800,0.2,,5.4,78.2,7.92,32.6,49.8,24.4,22.0
355,2,11/03/1997,95800,2.0,,5.4,78.0,7.97,32.9,50.2,24.3,34.0
356,2,11/03/1997,95800,4.0,,5.4,77.4,7.98,33.0,50.3,24.3,45.0
358,2,15/04/1997,115500,0.2,,6.2,90.3,7.97,32.4,49.6,24.6,3.0
359,2,15/04/1997,115500,2.0,,5.7,81.3,7.96,33.4,50.9,23.5,4.0
360,2,15/04/1997,115500,3.0,,5.0,71.5,7.96,35.1,53.2,23.3,5.0
361,2,20/05/1997,92000,0.2,,6.3,86.7,7.4,35.7,54.0,20.95,4.0
363,2,20/05/1997,92000,2.0,,6.3,86.7,7.41,35.7,54.0,20.94,1.0
364,2,20/05/1997,92000,3.5,,6.2,85.0,7.41,35.8,54.1,20.93,2.0
366,2,17/06/1997,92300,0.2,,6.3,82.7,8.0,33.5,51.0,18.6,6.0
367,2,17/06/1997,92300,2.0,,6.2,81.1,8.0,33.5,51.0,18.6,4.0
368,2,17/06/1997,92300,4.0,,6.2,80.4,7.99,33.7,51.3,18.6,4.0
374,2,19/08/1997,101600,0.2,,6.2,85.1,7.97,37.5,56.4,19.7,5.0
375,2,19/08/1997,101600,2.0,,6.3,85.4,7.98,37.6,56.5,19.5,6.0
376,2,19/08/1997,101600,4.0,,6.2,85.0,7.98,37.6,56.5,19.5,7.0
377,2,19/08/1997,101600,5.5,,6.2,84.3,7.97,37.6,56.4,19.5,9.0
379,2,16/09/1997,91000,0.2,,5.7,80.3,7.94,38.8,58.1,20.8,8.0
380,2,16/09/1997,91000,2.0,,5.7,79.1,7.94,39.0,58.3,20.6,15.0
381,2,16/09/1997,91000,4.0,,5.6,78.6,7.93,39.0,58.3,20.6,12.0
382,2,16/09/1997,91000,5.0,,5.6,78.6,7.93,39.0,58.3,20.6,19.0
383,2,14/10/1997,91400,0.2,,4.9,74.7,7.8,39.2,58.5,25.7,13.0
386,2,14/10/1997,91400,2.0,,4.9,75.5,7.8,39.1,58.4,25.7,12.0
387,2,14/10/1997,91400,4.0,,4.9,74.3,7.81,39.3,58.6,25.7,12.0
389,2,13/11/1997,83400,0.2,,5.0,77.9,8.08,38.5,57.6,27.0,3.0
391,2,13/11/1997,83400,2.0,,5.0,77.7,8.08,38.5,57.6,26.8,7.0
392,2,13/11/1997,83400,4.0,,5.0,77.2,8.08,38.5,57.7,26.8,10.0
393,2,13/11/1997,83400,5.5,,5.0,76.9,8.07,38.6,57.7,26.8,12.0
394,2,11/12/1997,90000,0.2,,4.4,71.0,7.7,39.8,59.3,28.2,9.0
396,2,11/12/1997,90000,2.0,,4.4,70.3,7.7,39.8,59.3,28.2,10.0
397,2,11/12/1997,90000,4.0,,4.4,69.8,7.72,39.8,59.3,28.1,13.0
398,2,11/12/1997,90000,4.5,,4.4,70.0,7.72,39.8,59.2,28.2,15.0
400,2,13/01/1998,111900,0.2,,5.0,77.2,7.81,40.1,59.7,26.4,12.0
401,2,13/01/1998,111900,2.0,,5.0,77.1,7.81,40.2,59.7,26.4,13.0
402,2,13/01/1998,111900,4.0,,4.9,76.5,7.8,40.1,59.7,26.4,16.0
404,2,11/02/1998,105200,0.2,,4.3,68.4,7.82,36.2,54.6,29.8,6.0
405,2,11/02/1998,105200,2.0,,4.2,68.0,7.83,36.3,54.8,29.8,12.0
406,2,11/02/1998,105200,4.0,,4.2,68.0,7.84,36.3,54.7,29.8,9.0
407,2,8/04/1998,83500,0.2,3.6,5.1,75.0,7.9,34.4,52.2,24.9,5.0
408,2,8/04/1998,83500,2.0,,5.1,75.0,7.9,34.5,52.4,24.8,12.0
409,2,8/04/1998,83500,4.0,,5.2,76.0,7.9,34.6,52.5,24.8,8.0
410,2,8/04/1998,83500,5.0,,5.1,75.0,7.9,34.7,52.6,24.7,7.0
412,2,7/05/1998,85200,0.2,,6.7,92.8,7.92,28.9,44.7,23.7,4.0
413,2,7/05/1998,85200,2.0,,6.1,85.3,7.88,30.2,46.4,23.8,5.0
414,2,7/05/1998,85200,4.0,,6.0,84.0,7.88,30.5,46.9,23.8,7.0
415,2,7/05/1998,85200,4.5,,5.9,83.3,7.88,30.7,47.2,23.7,13.0
417,2,10/06/1998,105800,0.2,,6.2,81.1,7.7,30.1,46.3,19.6,6.0
418,2,10/06/1998,105800,2.0,,6.1,79.3,7.69,30.1,46.4,19.5,5.0
419,2,10/06/1998,105800,4.0,,6.5,84.2,7.68,30.4,46.8,19.3,6.0
420,2,9/07/1998,102100,0.2,,6.3,83.8,7.88,33.2,50.6,19.4,4.0
422,2,9/07/1998,102100,2.0,,6.3,84.1,7.89,33.3,50.7,19.5,4.0
423,2,9/07/1998,102100,4.0,,6.3,83.3,7.89,33.5,51.0,19.5,6.0
424,2,9/07/1998,102100,4.5,,6.2,83.1,7.89,33.5,51.0,19.6,4.0
426,2,6/08/1998,93500,0.2,,6.4,84.7,7.84,34.8,52.7,19.1,5.0
427,2,6/08/1998,93500,2.0,,6.4,84.9,7.87,34.8,52.8,19.1,5.0
428,2,6/08/1998,93500,4.0,,6.4,85.0,7.89,35.0,53.1,19.0,5.0
430,2,9/09/1998,94800,0.2,,5.5,77.4,7.95,36.4,54.9,21.5,18.0
431,2,9/09/1998,94800,2.0,,5.5,77.3,7.93,36.4,54.9,21.5,22.0
432,2,9/09/1998,94800,4.0,,5.5,77.6,7.92,36.4,54.9,21.5,25.0
434,2,6/10/1998,101500,0.2,,5.9,88.3,7.94,33.7,51.2,26.0,7.0
435,2,6/10/1998,101500,2.0,,5.9,87.8,7.96,34.0,51.7,25.5,8.0
436,2,6/10/1998,101500,4.0,,5.9,87.1,7.96,34.2,52.0,25.5,11.0
437,2,6/10/1998,101500,5.0,,5.9,87.0,7.96,34.2,51.9,25.5,13.0
438,2,5/11/1998,103300,0.2,,6.2,87.7,7.95,33.7,51.3,23.2,4.0
440,2,5/11/1998,103300,2.0,,6.2,86.5,7.96,34.0,51.6,22.5,7.0
441,2,5/11/1998,103300,4.0,,6.0,85.0,7.96,34.0,51.6,22.5,11.0
442,2,5/11/1998,103300,6.0,,6.0,84.9,7.96,34.0,51.7,22.5,18.0
444,2,2/12/1998,84000,0.2,,5.6,71.1,7.44,10.2,17.3,24.8,23.0
445,2,2/12/1998,84000,2.0,,5.5,73.3,7.68,19.0,30.6,24.7,17.0
446,2,2/12/1998,84000,4.0,,5.6,76.2,7.82,21.9,34.8,24.9,17.0
447,2,2/12/1998,84000,6.0,,5.6,76.8,7.84,22.0,35.0,24.9,17.0
448,2,13/01/1999,81400,0.2,,5.3,64.1,6.33,0.099,0.198,24.9,155.0
450,2,13/01/1999,81400,2.0,,5.4,64.9,6.17,0.092,0.184,24.7,152.0
451,2,13/01/1999,81400,4.0,,5.4,64.8,6.08,0.093,0.186,24.7,163.0
457,2,17/03/1999,95000,0.2,,4.7,63.1,7.29,9.58,16.3,27.3,16.0
458,2,17/03/1999,95000,2.0,,4.8,64.6,7.39,11.2,18.9,26.9,19.0
459,2,17/03/1999,95000,4.0,,4.9,66.1,7.48,12.6,21.1,26.8,17.0
460,2,17/03/1999,95000,5.5,,4.9,65.9,7.51,12.7,21.2,26.8,25.0
462,2,15/04/1999,84800,0.2,,7.5,101.5,7.58,25.6,40.1,22.99,10.0
463,2,15/04/1999,84800,2.0,,7.2,97.7,7.6,25.8,40.3,23.16,10.0
464,2,15/04/1999,84800,4.0,,7.1,96.9,7.61,25.9,40.5,23.13,11.0
465,2,15/04/1999,84800,5.0,,7.1,96.1,7.63,25.9,40.5,23.12,19.0
466,2,18/05/1999,110900,0.2,,6.1,79.0,7.69,24.3,38.3,20.8,12.0
468,2,18/05/1999,110900,2.0,,6.2,79.1,7.7,24.1,38.0,20.7,12.0
469,2,18/05/1999,110900,4.0,,6.1,79.0,7.72,24.2,38.1,20.7,12.0
470,2,18/05/1999,110900,5.5,,6.1,78.9,7.72,24.2,38.1,20.7,14.0
471,2,16/06/1999,101500,0.2,2.1,6.9,82.6,7.27,22.7,36.0,17.29,8.0
473,2,16/06/1999,101500,2.0,,6.6,78.7,7.28,23.1,36.5,17.41,9.0
474,2,16/06/1999,101500,3.0,,6.4,76.8,7.31,23.8,37.5,17.56,11.0
476,2,14/07/1999,113500,0.2,,6.7,80.6,7.46,18.6,30.0,18.81,8.0
477,2,14/07/1999,113500,2.0,,6.6,79.0,7.46,19.0,30.6,18.66,9.0
478,2,14/07/1999,113500,4.0,,6.6,79.0,7.51,20.5,32.8,18.41,9.0
479,2,11/08/1999,91800,0.2,,6.8,77.9,7.52,14.0,23.2,18.2,7.0
482,2,11/08/1999,91800,2.0,,6.7,77.7,7.55,14.4,23.8,18.1,11.0
483,2,11/08/1999,91800,4.0,,6.8,78.2,7.57,14.8,24.4,18.1,13.0
484,2,11/08/1999,91800,5.0,,6.8,78.4,7.59,15.0,24.7,18.1,15.0
486,2,15/09/1999,124800,0.2,,6.5,85.3,7.61,23.0,36.4,21.93,5.0
487,2,15/09/1999,124800,2.0,,6.5,84.6,7.61,23.2,36.7,21.77,4.0
488,2,15/09/1999,124800,3.5,,6.4,83.8,7.61,23.4,37.0,21.56,5.0
490,2,22/02/2000,104400,0.2,,5.3,76.4,7.52,29.8,45.9,25.14,17.0
491,2,22/02/2000,104400,2.0,,5.5,79.5,7.54,29.9,46.1,25.08,20.0
492,2,22/02/2000,104400,4.0,,5.6,80.5,7.54,30.0,46.3,25.05,31.0
493,2,22/02/2000,104400,5.5,,5.6,80.9,7.55,30.1,46.3,25.05,35.0
495,2,23/03/2000,113400,0.2,,5.4,78.8,7.07,30.5,47.0,25.72,11.0
496,2,23/03/2000,113400,2.0,,5.2,76.0,7.15,30.9,47.4,25.62,8.0
497,2,23/03/2000,113400,4.0,,5.2,75.7,7.19,31.1,47.8,25.57,10.0
499,2,11/05/2000,112900,0.2,,6.7,91.0,7.64,28.4,43.9,22.2,0.0
500,2,11/05/2000,112900,2.0,,7.0,95.6,7.68,28.9,44.7,22.4,0.0
502,2,21/06/2000,113800,0.2,,6.5,82.9,7.93,27.7,43.0,19.1,3.0
503,2,21/06/2000,113800,2.0,,6.4,81.9,7.94,28.6,44.2,18.7,3.0
504,2,21/06/2000,113800,4.0,,6.4,81.7,7.98,29.4,45.3,18.6,4.0
505,2,3/08/2000,110800,0.2,1.9,6.5,83.1,7.87,33.1,50.5,17.5,9.0
506,2,3/08/2000,110800,2.0,,6.5,82.9,7.88,33.1,50.4,17.5,12.0
507,2,3/08/2000,110800,4.0,,6.5,83.1,7.88,33.1,50.5,17.4,12.0
508,2,28/09/2000,93500,0.2,1.0,5.8,85.4,7.75,37.6,56.4,23.8,1.0
509,2,28/09/2000,93500,2.0,,5.8,85.4,7.76,37.8,56.7,23.8,3.0
510,2,28/09/2000,93500,3.5,,6.3,93.1,7.77,37.8,56.8,23.7,3.0
512,2,26/10/2000,83900,0.2,,6.0,88.9,7.43,38.1,57.1,24.05,10.0
513,2,26/10/2000,83900,2.0,,6.0,88.0,7.46,38.1,57.2,24.01,11.0
514,2,26/10/2000,83900,4.0,,5.9,87.6,7.48,38.1,57.2,23.99,10.0
515,2,26/10/2000,83900,5.0,,5.9,87.5,7.5,38.1,57.1,23.99,16.0
516,2,14/11/2000,102000,0.2,3.1,5.9,78.3,7.32,19.2,30.9,24.26,23.0
517,2,14/11/2000,102000,2.0,,5.9,78.4,7.36,20.2,32.4,24.08,45.0
518,2,14/11/2000,102000,4.0,,5.9,78.4,7.39,20.2,32.4,24.05,51.0
519,2,14/11/2000,102000,5.0,,5.9,78.5,7.41,20.2,32.4,24.05,66.0
521,2,13/12/2000,94600,0.2,,5.1,76.3,7.7,31.7,48.6,27.1,25.0
522,2,13/12/2000,94600,2.0,,5.2,77.4,7.71,31.8,48.7,27.1,46.0
523,2,13/12/2000,94600,4.0,,5.1,77.1,7.71,31.9,48.8,27.1,45.0
524,2,13/12/2000,94600,4.5,,4.9,73.7,7.71,31.8,48.7,27.1,42.0
526,2,23/01/2001,82200,0.2,,5.2,80.8,7.83,35.8,54.1,27.6,8.0
527,2,23/01/2001,82200,2.0,,5.2,80.1,7.84,35.7,54.0,27.5,11.0
528,2,23/01/2001,82200,4.0,,5.2,80.3,7.84,35.8,54.1,27.5,10.0
529,2,23/01/2001,82200,5.0,,5.2,79.9,7.86,35.9,54.2,27.4,17.0
531,2,21/02/2001,73500,0.2,,5.2,68.6,7.54,13.6,22.5,25.22,14.0
532,2,21/02/2001,73500,2.0,,5.3,69.2,7.56,13.9,23.1,25.18,15.0
533,2,21/02/2001,73500,4.0,,5.3,69.8,7.57,14.2,23.4,25.15,24.0
534,2,21/03/2001,80300,0.2,4.1,4.7,67.1,7.4,23.2,36.6,27.3,4.0
535,2,21/03/2001,80300,2.0,,4.2,60.4,7.4,24.8,38.9,27.3,4.0
536,2,21/03/2001,80300,4.0,,4.1,58.9,7.4,25.1,39.3,27.3,9.0
538,2,11/04/2001,111300,0.2,,5.4,74.8,7.61,27.6,42.9,23.4,8.0
539,2,11/04/2001,111300,2.0,,5.5,75.8,7.63,27.8,43.2,23.3,9.0
540,2,11/04/2001,111300,3.5,,5.5,75.1,7.64,27.9,43.3,23.3,10.0
542,2,10/05/2001,100900,0.2,,6.3,84.5,7.49,29.5,45.5,21.44,9.0
543,2,10/05/2001,100900,2.0,,6.3,84.5,7.51,29.6,45.6,21.42,8.0
544,2,10/05/2001,100900,4.0,,6.3,84.5,7.53,29.7,45.7,21.39,13.0
545,2,10/05/2001,100900,6.0,,6.3,84.1,7.58,29.7,45.8,21.36,14.0
546,2,6/06/2001,90000,0.2,3.1,6.2,82.9,7.77,33.3,50.8,19.5,4.0
547,2,6/06/2001,90000,2.0,,6.3,82.9,7.76,33.4,50.9,19.4,8.0
548,2,6/06/2001,90000,4.0,,6.3,83.0,7.76,33.4,50.9,19.4,8.0
550,2,4/07/2001,84500,0.2,,7.2,95.5,7.76,34.8,52.8,18.76,3.0
551,2,4/07/2001,84500,2.0,,7.2,95.5,7.79,34.9,52.9,18.75,4.0
552,2,4/07/2001,84500,4.0,,7.2,95.2,7.8,35.0,53.0,18.73,7.0
553,2,1/08/2001,82800,0.2,,6.7,86.3,7.81,31.8,48.7,18.3,4.0
555,2,1/08/2001,82800,2.0,,6.5,84.5,7.82,32.4,49.6,18.3,6.0
556,2,1/08/2001,82800,4.0,,6.5,83.8,7.85,32.6,49.9,18.3,5.0
557,2,4/09/2001,90800,0.2,1.9,6.7,87.5,7.93,31.9,48.9,18.96,4.0
558,2,4/09/2001,90800,2.0,,6.7,87.4,7.93,31.9,48.8,18.97,5.0
559,2,4/09/2001,90800,4.0,,6.7,87.1,7.92,32.2,49.3,18.95,10.0
560,2,4/09/2001,90800,5.0,,6.7,87.1,7.93,32.2,49.3,18.96,27.0
561,2,10/10/2001,135500,0.2,2.3,6.3,92.6,7.79,35.5,53.8,24.61,6.0
562,2,10/10/2001,135500,2.0,,6.3,92.4,7.83,35.6,53.9,24.59,5.0
563,2,10/10/2001,135500,3.0,,6.3,92.3,7.84,35.6,53.8,24.58,15.0
564,2,20/11/2001,114500,0.2,2.2,5.0,74.0,7.76,35.4,53.6,24.62,6.0
565,2,20/11/2001,114500,2.0,,5.1,75.5,7.76,35.4,53.6,24.44,6.0
566,2,20/11/2001,114500,4.0,,5.2,75.8,7.76,35.4,53.6,24.39,8.0
567,2,22/01/2002,141900,0.2,3.3,6.7,102.2,7.89,26.5,41.3,29.82,6.0
568,2,22/01/2002,141900,2.0,,5.9,87.7,7.78,28.0,43.5,28.12,7.0
569,2,22/01/2002,141900,4.0,,5.3,78.9,7.71,29.7,45.7,27.29,8.0
570,2,13/02/2002,93900,0.2,12.7,6.2,89.8,7.97,22.3,35.3,28.36,28.0
571,2,13/02/2002,93900,2.0,,6.1,89.2,7.98,22.8,36.2,28.3,33.0
572,2,13/02/2002,93900,4.0,,6.0,87.4,7.98,23.1,36.5,28.26,64.0
573,2,13/02/2002,93900,5.0,,5.9,86.6,7.98,23.1,36.5,28.25,77.0
574,2,14/03/2002,100800,0.2,4.8,6.1,85.8,7.7,21.6,34.3,26.23,10.0
575,2,14/03/2002,100800,2.0,,6.0,84.3,7.74,23.0,36.4,25.81,12.0
576,2,14/03/2002,100800,4.0,,6.0,83.7,7.75,23.6,37.2,25.73,16.0
577,2,14/03/2002,100800,5.5,,5.9,83.1,7.75,23.7,37.3,25.73,31.0
578,2,16/04/2002,105500,0.2,2.5,6.0,85.3,7.67,32.5,49.6,23.25,4.0
579,2,16/04/2002,105500,2.0,,6.0,85.0,7.67,32.5,49.7,23.21,4.0
580,2,16/04/2002,105500,4.0,,6.0,84.8,7.67,32.6,49.8,23.15,5.0
581,2,16/04/2002,105500,5.0,,6.0,84.4,7.66,32.6,49.8,23.13,6.0
582,2,14/05/2002,94000,0.2,2.3,6.4,88.7,7.79,34.1,51.8,21.25,5.0
583,2,14/05/2002,94000,2.0,,6.5,88.5,7.8,34.1,51.8,21.08,6.0
584,2,14/05/2002,94000,4.0,,6.4,88.2,7.8,34.1,51.8,21.06,4.0
585,2,12/06/2002,93000,0.2,14.0,7.1,81.6,7.61,10.5,17.7,18.74,23.0
586,2,12/06/2002,93000,2.0,,7.2,82.1,7.62,10.6,17.9,18.76,23.0
587,2,12/06/2002,93000,4.0,,7.2,82.5,7.65,11.4,19.2,18.96,29.0
588,2,11/07/2002,92400,0.2,2.0,7.2,87.0,7.68,27.5,42.8,16.26,10.0
589,2,11/07/2002,92400,2.0,,7.2,86.6,7.7,27.6,42.9,16.27,8.0
590,2,11/07/2002,92400,4.0,,7.2,86.7,7.71,27.6,42.9,16.28,13.0
591,2,8/08/2002,82900,0.2,1.9,6.6,86.8,7.88,32.6,49.8,19.33,9.0
592,2,8/08/2002,82900,2.0,,6.6,87.1,7.91,32.7,49.9,19.3,13.0
593,2,8/08/2002,82900,4.0,,6.6,87.4,7.92,32.8,50.0,19.27,19.0
594,2,5/09/2002,83300,0.2,1.4,6.8,91.3,7.94,25.0,39.2,22.5,8.0
595,2,5/09/2002,83300,2.0,,6.8,90.7,7.95,25.4,39.8,22.33,8.0
596,2,5/09/2002,83300,4.0,,6.8,90.3,7.95,25.7,40.3,22.27,12.0
597,2,9/10/2002,111100,0.2,1.7,6.3,91.1,8.0,35.9,54.2,23.84,7.0
598,2,9/10/2002,111100,2.0,,6.3,91.2,8.0,35.8,54.2,23.8,8.0
599,2,9/10/2002,111100,4.0,,6.3,91.0,8.01,35.9,54.2,23.74,11.0
600,2,9/10/2002,111100,5.0,,6.3,90.8,8.01,35.9,54.2,23.71,14.0
601,2,6/11/2002,102000,0.2,1.7,5.9,88.2,7.9,36.4,54.9,25.5,8.0
602,2,6/11/2002,102000,2.0,,5.9,87.9,7.9,36.4,54.9,25.37,10.0
603,2,6/11/2002,102000,4.0,,5.8,86.7,7.9,36.4,54.9,25.22,7.0
604,2,4/12/2002,90200,0.2,2.8,5.5,86.6,7.99,38.0,57.0,28.14,8.0
605,2,4/12/2002,90200,2.0,,5.4,86.0,7.99,38.0,57.0,28.08,10.0
606,2,4/12/2002,90200,4.0,,5.4,85.6,7.99,38.0,57.0,28.07,15.0
607,2,8/01/2003,120100,0.2,,5.9,87.6,7.61,33.2,50.5,26.18,5.0
608,2,8/01/2003,120100,2.0,,5.9,87.1,7.59,33.2,50.6,26.06,8.0
609,2,8/01/2003,120100,4.0,,5.8,86.5,7.59,33.2,50.7,26.01,13.0
610,2,8/01/2003,120100,5.5,,5.9,87.1,7.58,33.2,50.7,26.01,18.0
611,2,19/02/2003,103900,0.2,5.3,5.5,80.4,7.69,24.1,37.9,28.24,16.0
612,2,19/02/2003,103900,2.0,,5.5,80.2,7.69,24.1,37.9,28.24,19.0
613,2,19/02/2003,103900,4.0,,5.5,80.1,7.7,24.1,38.0,28.2,22.0
614,2,19/02/2003,103900,5.5,,5.4,79.7,7.71,24.2,38.0,28.18,34.0
615,2,19/03/2003,101600,0.2,6.0,5.8,77.3,7.77,18.5,29.8,24.98,12.0
616,2,19/03/2003,101600,2.0,,5.7,76.5,7.77,18.7,30.1,24.85,11.0
617,2,19/03/2003,101600,4.0,,5.7,76.2,7.78,18.7,30.2,24.85,15.0
618,2,19/03/2003,101600,6.0,,5.7,76.2,7.78,18.8,30.2,24.84,18.0
619,2,8/04/2003,123500,0.2,4.7,5.0,62.2,6.72,10.5,17.8,23.75,6.0
620,2,8/04/2003,123500,2.0,,4.8,60.1,6.75,12.0,20.1,23.61,5.0
621,2,8/04/2003,123500,3.5,,5.2,67.1,6.93,15.5,25.5,23.58,7.0
622,2,29/05/2003,95200,0.2,3.8,6.6,86.1,7.76,25.4,39.8,20.78,6.0
623,2,29/05/2003,95200,2.0,,6.4,83.0,7.74,25.8,40.4,20.61,8.0
624,2,29/05/2003,95200,4.0,,6.3,81.6,7.73,26.2,41.0,20.53,9.0
625,2,25/06/2003,71500,0.2,1.5,6.4,82.5,8.18,30.4,46.7,18.69,6.0
626,2,25/06/2003,71500,2.0,,6.3,81.6,8.18,30.6,47.0,18.81,7.0
627,2,25/06/2003,71500,3.5,,6.2,80.1,8.18,30.6,47.1,18.83,10.0
628,2,31/07/2003,104700,0.2,1.3,7.2,88.4,7.88,32.0,49.0,16.07,6.0
629,2,31/07/2003,104700,2.0,,7.2,88.4,7.9,32.1,49.0,16.07,6.0
630,2,31/07/2003,104700,4.0,,7.2,88.2,7.91,32.2,49.3,16.0,7.0
631,2,26/08/2003,83600,0.2,1.8,6.7,89.4,7.85,34.4,52.2,19.47,6.0
632,2,26/08/2003,83600,2.0,,6.7,90.0,7.87,34.5,52.3,19.43,4.0
633,2,26/08/2003,83600,4.0,,6.8,90.4,7.88,34.5,52.3,19.41,5.0
634,2,17/09/2003,130500,0.2,,6.6,91.7,7.45,34.6,52.5,21.81,3.0
635,2,17/09/2003,130500,2.0,,6.6,91.5,7.44,34.6,52.5,21.55,4.0
636,2,17/09/2003,130500,4.0,,6.6,91.2,7.46,34.6,52.5,21.43,4.0
637,2,17/09/2003,130500,5.0,,6.6,91.1,7.46,34.6,52.5,21.4,4.0
638,2,15/10/2003,113600,0.2,1.3,7.2,100.9,7.74,37.1,55.8,21.66,6.0
639,2,15/10/2003,113600,2.0,,7.1,99.5,7.76,37.1,55.8,21.46,7.0
640,2,15/10/2003,113600,4.0,,7.1,99.1,7.77,37.1,55.8,21.42,9.0
641,2,12/11/2003,130800,0.2,2.7,5.8,87.2,7.65,37.8,56.8,25.27,11.0
642,2,12/11/2003,130800,2.0,,5.7,84.9,7.68,37.8,56.7,24.61,11.0
643,2,12/11/2003,130800,4.0,,5.7,84.9,7.69,37.8,56.8,24.5,11.0
644,2,11/12/2003,112400,0.2,3.9,5.9,89.1,7.8,34.0,51.7,26.85,8.0
645,2,11/12/2003,112400,2.0,,5.9,88.1,7.81,34.0,51.7,26.28,10.0
646,2,11/12/2003,112400,4.0,,5.8,87.0,7.82,34.1,51.9,26.1,10.0
647,2,11/12/2003,112400,5.0,,5.8,86.6,7.84,34.2,52.0,26.07,13.0
648,2,22/01/2004,102100,0.2,13.4,7.0,96.0,7.77,16.3,26.7,27.05,11.0
649,2,22/01/2004,102100,2.0,,6.6,89.6,7.71,16.8,27.4,26.45,13.0
650,2,22/01/2004,102100,4.0,,6.4,87.0,7.71,16.9,27.6,26.49,14.0
651,2,22/01/2004,102100,6.0,,6.3,86.6,7.71,17.0,27.7,26.48,18.0
652,2,10/02/2004,115400,0.2,13.8,4.4,57.3,7.0,2.97,5.5,27.57,84.0
653,2,10/02/2004,115400,2.0,,4.8,62.0,7.12,3.83,6.98,27.42,56.0
654,2,10/02/2004,115400,4.0,,4.8,62.6,7.14,4.02,7.31,27.45,56.0
655,2,10/02/2004,115400,5.0,,4.8,62.1,7.15,4.08,7.4,27.43,58.0
656,2,9/03/2004,112900,0.2,16.8,5.9,73.8,6.63,0.99,1.92,26.06,71.0
657,2,9/03/2004,112900,2.0,,5.9,73.9,6.66,1.22,2.36,26.05,69.0
658,2,9/03/2004,112900,4.0,,5.8,72.1,6.69,1.48,2.84,26.19,70.0
659,2,9/03/2004,112900,5.0,,5.7,71.1,6.73,1.62,3.1,26.28,79.0
660,2,7/04/2004,111800,0.2,8.1,6.0,80.2,7.74,19.6,31.5,24.73,11.0
661,2,7/04/2004,111800,2.0,,5.9,79.2,7.76,20.7,33.0,24.47,12.0
662,2,7/04/2004,111800,4.0,,5.9,79.6,7.83,22.3,35.4,24.26,14.0
663,2,6/05/2004,100600,0.2,2.5,5.6,74.6,7.5,26.7,41.6,22.05,12.0
664,2,6/05/2004,100600,2.0,,5.6,75.0,7.52,26.9,41.9,21.98,9.0
